date,employee_title,location,review_title,Review,rating_overall,rating_balance,rating_benefits,rating_job_security,rating_management,rating_culture
" April 21, 2020",Systems Engineer II," Chantilly, VA ",You can do better,"You can do better.
Training was selective.
The culture was very inclusive.
The culture was not inviting.
The benefit were expensive.
I have nothing else to say",2.0,3,3,2,1,1
" April 19, 2020",Intelligence Analyst," Bethesda, MD ",Do Not Recommend,"Pros: Learned how to perform responsibilities and tasks from incumbent contractors, government employees, and government supervisor.

Cons: The management broke a lot of promises to their employees and was lukewarm (totally unacceptable). Lack of advancement, poor salary and lack of management support are factors to leave Perspecta. Constant micromanaging and does not know how to communicate effectively with employees. No job culture whatsoever, lack of methods to reward employees, and a constant means to belittle and punish employees if they are not performing their jobs effectively or violated company rules. Since leaving Perspecta, there should be more exodus of employees leaving for other companies with better benefits and salaries.

Advice to all job seekers is stay away from this company.",2.0,4,1,1,1,1
" April 15, 2020",Special Federal Background Investigator, Massachusetts ,Very challenging and a lot of daily personal vehicle travel for interviews and caseload.,"The company appears to be appealing because of the flexible daily hours and the ability to schedule your own work activity. However, there's a learning curve and cases are routinely sent back to the investigator for corrections where you are not compensated for the time.",2.0,2,1,2,1,2
" April 12, 2020",Project Lead, Maryland ,High Turnover,"There is a high turnover so if you want it, you can find work within the company. They practice Family First, so when one contract is ending, with some networking, you can find other contracts to join. This is good for a sense of job stability.",2.0,4,4,3,1,1
" April 9, 2020",Systems Engineer Technical Specialist," Chantilly, VA ",Great Company,Great company with a great benefits package. Salaries are typically above average and there is a lot of growth potential within the company. Company also has a lot of other locations throughout US if you want to relocate.,5.0,0,0,0,0,0
" April 9, 2020","Independent Contractor, Special Investigator"," Loveland, CO 80538 ",Integrity and Quality,Integrity is a value that is help to the highest standards when it comes to conducting interviews and presenting the interview in professional report writing. The quality of that work will be reviewed and analyzed by others to determine the outcome of one's security clearance.,5.0,5,5,4,5,5
" April 8, 2020",Background Investigator," Loveland, CO ",Continuing to change,"I did not love my job, but I liked it. I left for a ten month deployment and two days after I returned home they laid me off because they restructured the company. Which, I understand. But, I was lead on to believe I had a job the entire time, even though they had let people go two months prior. Instead of telling me while I was gone so I could try and set up employment for my return.",3.0,4,3,2,3,3
" April 8, 2020",Application Systems Administrator," Troy, MI ",Expect the Unexpected,"Workday is a challenge as the SA Operations team not only supports Production but the Development team as well. SA Operations team is engaged in all software releases, patch management, asset management, custom builds, just to mention a few. Maintenance is a scheduled process based on reduced downtime.",5.0,5,3,3,3,3
" April 7, 2020",Senior Software Engineer/System Integrator," San Diego, CA ",Work from home option and flexible hours,"I am overall happy about my work there. I always get support from my manager and upper management. However, I consider that my salary is below average and my history working on this account before indicates that salary increases are not part of this company's culture but I am thankful to God that I have a full time job. Also, this company offers tuition and certification reimbursement too.",5.0,4,3,5,4,4
" April 6, 2020",Sr. Finance Manager - Business Finance Cash Operations, Business Finance Cash Operations (Current Employee) ,Good Company to work,Perspecta seems to really care about their employees. They have given us better benefits and have brought back employee recognition programs. As a leader these types of things help to retain good employees.,5.0,0,0,0,0,0
" April 2, 2020",Background Investigator," Loveland, CO ",Productive,Company provide room for advancement but did have lots of work production requirements. This was used to look at promotions. Overall was a good place to work.,4.0,4,4,5,5,4
" April 2, 2020",Background Reviewer (Remote), Remote ,Hardest job I have ever had,I would not recommend this job to anyone. There are so many rules and they keep changing. The training is not enough to be able to do the job. They grade your work but you can get 9 out of 10 things right and still get a zero.,1.0,2,3,1,3,1
" March 27, 2020",Classified Service Desk Agent," Norfolk, VA ",Great entry level IT position with advancement opportunities.,The workplace here is a great community where everyone helps another learn how to manage the network system and is friendly to another. The management here will always try to accommodate every employee's needs. The company is always trying to promote within so there are always advancement opportunities.,4.0,5,5,4,4,5
" March 26, 2020",Service Desk Agent," Naval Station Norfolk, VA ",Perspecta,Mandatory OT. Pay wasn't terrible. Traffic is horrible. Do not expect to get promoted there until after a year. Get your clearance and move on is what I suggest.,2.0,2,3,2,2,2
" March 25, 2020",Ground Systems Engineer," Chantilly, VA 20151 ",Contract is based on NRO future satellites,Task is to use Confluence and JIRA to share documents with NRO and others to design the best products. NRO based development with inputs from management and others.,3.0,3,3,3,3,3
" March 22, 2020",Technical Resolution Specialist," Boise, ID ",High employee turnover,"Most employees do not stay at the job for very long due to terrible supervision and management, or lack of it. Morale is very low, inbound calls all day.",3.0,3,3,3,3,3
" March 20, 2020",Background Investigator," Loveland, CO ",Nothing to say,I have nothing to say about this company. I have worked in this current industry for more than 3 years and there are no guarantees with this job or any other in the same industry.,3.0,3,2,2,3,3
" March 18, 2020",Principle Sr. Engineering SETA, Virginia ,"Good place to work, solid contracts","This is my second time around working for Vencore / Perspecta.

The work and expectations are clearly defined. The workplace is pleasant and professional.

I recommend that you categorize your experience and positions clearly and tailored to the position you are applying for to maximize the salary offer potential. The salary determination process is all about checking boxes and matching the job advertisement requirements line for line with your verified, resume based experience.",5.0,5,3,4,4,4
" March 17, 2020",Investigator I," Loveland, CO ","Productive, self motivated work environment.","Must be motivated, have time management skills, and time sensitive awareness. Must be able to work alone with little instruction and have great communication skills.",4.0,4,3,2,4,4
" March 17, 2020",Special Investigator I," Sterling, VA ",Was not worth it,"This background investigation job is not worth it. The pay is way too low, the work is either too little or too much. The other employees have no clue what's going on, I had no clue what was going on too.",1.0,1,1,1,1,1
" March 10, 2020",Background Investigator," Chantilly, VA ",Work,Work was extremely flexible but sometimes you can get too comfortable and lazy. The best part is the traveling; I was able to stay on a TDY for 3 months and loved it.,3.0,3,3,3,3,3
" March 6, 2020",Reviewer," Roxboro, NC ",Great job,This was a great job for me because I was able to work from home and be with my son. I was laid off due to lack of work in our field. I would gladly take another job like this if it became available.,4.0,4,4,2,5,4
" March 5, 2020",Billing Analyst," Charlotte, NC ",A great company to work for,A great company to work for which I truly love being a part of. I work with a great team. The benefits are great and I have been very pleased with the company overall.,5.0,5,5,5,5,5
" March 2, 2020",Command Center Watch Officer (Navy/Government Contract)," Boise, ID ",Outstanding Leadership,Great place to work... Outstanding benefits... Healthy culture... Smart people working out of the Boise center... Great technology training available.,5.0,5,4,4,5,4
" February 29, 2020",Background Investigator," Loveland, CO ",No stability,"No stability since DCSA began love the hours, the flexibility, and coworkers
Wish it didn’t seem that the job was destined to end and become a fed position",4.0,3,4,2,3,3
" February 29, 2020",Special Investigator," Chantilly, VA ",Over worked and under paid,There are a lot of expectations and requirements for the poor pay that is provided. Most of the time the right hand doesn't know what the left hand is doing. Not worth the effort,1.0,2,1,1,1,1
" April 9, 2020","Independent Contractor, Special Investigator"," Loveland, CO 80538 ",Integrity and Quality,Integrity is a value that is help to the highest standards when it comes to conducting interviews and presenting the interview in professional report writing. The quality of that work will be reviewed and analyzed by others to determine the outcome of one's security clearance.,5.0,5,5,4,5,5
" February 27, 2020",Reviewer, Fully remote ,Good company,Perspecta is constantly improving and implementing new standards for better results in production and quality for their customers. They also provide the tools to help improve employee’s learning and understanding of company goals. Managers are very supportive and communication is daily.,4.0,4,4,3,3,3
" February 27, 2020",Program Coordinator," Bethesda, MD ",Pretty Standard,"Perspecta is a standard company. They do not offer bonuses or pay you what you are suppose to get paid until months later. You get two weeks of paid vacation, no sick days, and their pay system and different logins to everything is such a huge headache.",3.0,0,0,0,0,0
" February 25, 2020",Property Administrator/Physical Inventory Consultant," Boise, ID ",Great company,The work culture is wonderful. I am very pleased to work here and the co-workers I have here. The benefits are great and I have been very pleased with the company overall.,5.0,5,5,5,5,5
" February 25, 2020",Business Systems Analyst," Herndon, VA ",Great Team Work,I work with a great team at Perspecta. Great communication among the team. The team covers for each other and look out for the team. Salary increase and bonus are the downfalls.,4.0,5,3,3,5,5
" February 19, 2020",Configurations Management Analyst," Washington, DC ",Contractor,"Helping our customers achieve their missions, transforms to digital environments, secure, modernize and optimize their enterprises, and innovate for the future.",5.0,5,5,5,5,5
" February 13, 2020",Project Manager," Fort Knox, KY ",Great place to work,Management is always helpful and provides guidance when needed. Flexible hours and excellent benefits I would highly recommend working for Perspecta.,5.0,4,5,4,5,5
" February 12, 2020",Deputy Program Manager," Fort Lee, VA ",Work smart and be rewarded,"The most important thing I learned about the Perspecta team is that we are a team. We communicate, we work smart and we seek solutions to our customers needs. We don't seek solutions for the sake of them being innovative, more that they are best practice and industry smart.",4.0,4,4,4,4,4
" February 6, 2020",Special Investigator," Loveland, CO 80538 ",Working from home,Job is strictly from home. You can make your own hours. You do have to go out into the field to interview people and then come home and type your reports. The thing I didn’t like was you were thrown into the job without all the skills needed due to poor training. Perspecta gave 2 days notice that I was being laid off and still haven’t received the severance pay and it’s been a month,2.0,4,2,1,2,3
" February 4, 2020",Field Investigator, United States ,"Flexible hours/work schedule is a plus, but overall lots of issues with this company","Ever since Perspecta went through a merger in 06/2018 (multiple companies merged together to become Perspecta) it seems like the priorities changed. Perspecta no longer places importance in the well-being/satisfaction of their employees, and now only cares about production/customer satisfaction, regardless of the disgruntlement of employees. There is a reason this company has a high turnover rate and upper management seems to fail to recognize the core of this issue.

More work is often pushed on employees with no corresponding compensations. New policies are consistently released with 0 days notice that affect employee well-being and quality-of-life.

That being said, it is a very flexible and welcoming work environment. I have only good things to say about the low-level managers. Higher level managers, however, are EXTREMELY detached from the average worker/employee.",2.0,5,2,3,4,5
" February 3, 2020",Cyber Security Analyst," Herndon, VA ",Work and life balance,Perspecta is a great company to work. Company has a diverse and respectful environment where personal achievement is encouraged and highly appreciated.,5.0,5,5,5,5,5
" February 1, 2020",Tier 1 Technical Support," Norfolk, VA ",Be ready to work a lot of over time,"Work was steady but if a lot of calls come in they will change schedule in a heart beat.
Don't have much time for time off unless you don't work the weekends.",4.0,1,5,2,3,4
" February 1, 2020",IT SUPPORT SPECIALIST," Norfolk, VA ",It’s ok,"I love majority of the people i work with, tech leads & management lack communication, pay is great especially for a beginner job. The training could be better, it’s kind of like being thrown to the wolves.",3.0,5,5,5,2,3
" January 31, 2020",Software Developer, Remote ,Skills not utilized,"Since merge in June 2018, skills have not been effectively utilized. Primary skill is Java development and I spent most of my time working on Workday (HR) integration.",3.0,3,2,2,4,3
" January 31, 2020",Background Investigator," Loveland, CO 80538 ",Flexible working environment,Background investigator working from home with a flexible work schedule. Time management and prioritization of work is required. The hardest part of the job was canvassing neighborhoods for potential references. Great opportunity for advancement!!,4.0,5,4,4,4,5
" January 29, 2020",Public Sector Service Desk," Boise, ID ",A great stepping stone in IT,"Perspecta is a pretty solid company, all things considered. It can get hectic when you are swamped in a queue but with the resources we have available to us, we are usually able to directly resolve or escalate when/if appropriate.
If you have a knowledge of IT and just want to improve upon that with other branches of the IT tree, honestly, Perspecta is great. Just be prepared, your first few months will probably be slow while background checks come back, but after that, get ready for a ride.",4.0,4,3,4,4,4
" January 28, 2020",Reviewer," Slippery Rock, PA ",Look Elsewhere,Very unstable company that only focuses on the bottom line. No job security. Poor benefits. Poor management. Unethical practices . It is great working from home but they now even limit that. You never know if you will have a job the next day no matter how good you are at your job. Goals constantly change to make expectations unattainable. Regular firings to keep everyone scared.,1.0,1,1,1,1,1
" January 28, 2020",Sr Network Engineer," Chantilly, VA ",Flexible work environment,"The ability to work remote. The ability to work independently and within a group/team. Knowledge base environment, work with the latest technologies. Good compensation/benefits.",4.0,4,4,4,4,4
" January 28, 2020","Background Investigator, Perspecta"," Dulles, VA ",You create your own schedule.,Very low work/life balance although you work from home. The work load is very demanding and does not provide the flexibility that you would think that a work from home position provides.,3.0,1,3,3,3,2
" January 26, 2020",Background Investigator," Logansport, IN ",work from home,It's convenient and you can work from home. Excellent training and support. Some managers are terrible and some are excellent.There can be a tendency for burnout if work/life is not managed.,4.0,2,3,4,3,3
" January 24, 2020",Investigator," Honolulu, HI ",Excellent,"Perspecta is one of the greatest companies to work for, camaraderie has been great and management treats everyone fairly. I feel this company had
Given myself skillls that is able to translate to any future employment.",5.0,5,5,5,5,5
" April 9, 2020","Independent Contractor, Special Investigator"," Loveland, CO 80538 ",Integrity and Quality,Integrity is a value that is help to the highest standards when it comes to conducting interviews and presenting the interview in professional report writing. The quality of that work will be reviewed and analyzed by others to determine the outcome of one's security clearance.,5.0,5,5,4,5,5
" January 22, 2020",Former employee," Loveland, CO ",Lack of job security,"Depending on what your career field is in will depend on how valuable you are to the company. Immediate managers are excellent across the board, however since the it's all based on numbers and work location be prepared to do temporary assignments (either in other states or departments) or risk losing your job. Overall pleasant work environment.",2.0,3,2,1,2,1
" January 22, 2020",Field Service Technician/ Local Element," Dahlgren, VA ",Flexible hours,Good company to work for as first IT job. Pay is low end of average . Not much growth or advancement available Location transfers are available if you wish.,4.0,5,3,3,4,4
" January 20, 2020",Investigator," Washington, DC ",Worst job I've ever had,"This job is setup to allow the company succeed and not so much you as an employee. Investigators submit their reports to a group of reviewers who will send the report back to you for corrections. This is to assure that the best possible report gets sent to the customer. Your career as an Investigator is based off of your quality score and production. But it's your career and promotion on the line if....another Investigator or reviewer messed up; a new reviewer worked on your case and had it checked by a senior reviewer who is trying to prove their worth by showing the newbie how it's done. So, essentially, you are screwed. Oh, and you're supposed to stay for a year or you have to pay them back the money they spent on you. Good luck being burnt out by month 5 and having no way out unless you want to pay back >$7k. Otherwise, you're stuck trying to save your career from having a termination on the record.",1.0,1,1,1,2,1
" January 18, 2020",Investigator," New York, NY ",Culture Issues / Job Insecurity,"Its all about numbers. Job security is low right now - massive lay offs based on nothing other than numbers and your location.

Upper management does not care one bit about their employees.

Not a great culture - okay job if you don't care that your employer doesn't care about you. Expectations are clear though meeting numbers in many cases has nothing to do with one's own ability and it comes down to whether or not there is enough work to complete in your region. If there is less work for you to complete in your area your numbers will suffer and you will have no recourse.. The only solutions is to volunteer to be sent to another state for a month or risk being laid off.

Really only a job I would suggest for a young person who wants to spend a couple years in this role and then move on. Or someone at the end of their main career and want a ""retirement job."" Not a company one should be looking for a career with - when its time for layoffs they will not care how long you've been with them - again it all comes down to numbers which may be largely outside of your control.",3.0,3,2,2,2,1
" January 16, 2020",Field Investigator," Biloxi, MS ",Productive work environment focused on the security for the government,"Company that focuses on the needs of the customers while providing excellent work in terms of security clearances for the government. The company if full of strong, like minded individuals who are focused on the growth of the company and the employees.",5.0,5,5,3,5,5
" January 15, 2020",Special Investigator IV," Loveland, CO ",Overall,It's great working from home but job security is definitely not one of their strong characteristics. Over 300 people were laid off with out any warning.,1.0,3,4,1,5,3
" January 12, 2020",Senior Procurement Compliance Analyst," Chantilly, VA ",Great company- family oriented,Perspecta is a wonderful place to work. It offers flexibility and partial remote work options. The work is not stressful and it focuses on family and spending time with family.,5.0,5,4,4,5,4
" January 12, 2020",Army ground vehicle maintenance monitor," Fort Carson, CO ",its a good company,good guys to work for. took in to account my ability on what I did in the military. didnt have to be watched lilke others did my job and was prety good at it,4.0,4,3,4,5,5
" January 10, 2020",Background Investigator," Loveland, CO 80538 ",Nice retirement job,This was a great place to work for someone who recently retired from active duty military. The work allowed me to travel to many locations throughout the U.S. that I otherwise may not go visit if I didn't work for them.,5.0,5,5,4,4,5
" January 10, 2020",Special Investigator, USA ,Waste of time,"This company does not care about its employees at all. Their main and only concern is making money, period! They work you to the point you either quit or get fired. The company is failing and just laid off over 100 employees. Look elsewhere",1.0,1,1,1,1,1
" January 9, 2020",Special Investigator II," Fresno, CA ",I enjoy working remotely and having a flexible schedule.,This job is constantly changing. Keeping keeping up to date with the latest policy guidelines is readily available. The best part about my job is the flexibility.,3.0,2,3,1,4,5
" January 8, 2020",Investigator," Pittsburgh, PA ",Overall good experiences,"Demanding but rewarding work. Local travel with ability to travel out of state for interesting work. Remote work, you're on a team but work by work is solely done by yourself and alone. You do have persons you can contact but not an ""office"" type job at all. Flexible hours and schedule are great.",4.0,4,4,4,4,4
" January 8, 2020",Investigator," Norfolk, VA ",Investigator,"This job is stressful more so than most jobs paid at the level in which they start you at.

This is a good job for single right out of college because per GOVT regulations you have to have a Bachelor's in order to do this job. The other people that benefit from this employment would be households where this is used as a supplemental income not only income as it is not sufficient enough.

The job is not hard but does take a toll on your mind.",3.0,4,3,3,4,3
" January 3, 2020",Investigator Level," Loveland, CO ","Flexible, Always changing, Sense of Accomplishment","Flexiblity, Work Load is always changing. Set your own schedule, Work environment and location is always different and your cases are always different.",5.0,5,5,4,5,5
" January 2, 2020",Solution Architect," Plano, TX ",Able to telecommute which I enjoyed. Salary and benefits were sub-par.,Perspecta does not value their employees when it comes to salary and benefits. Too many employees leaving after many years with the company (dating back to EDS) due to low salaries and sub-par benefits.,3.0,4,1,3,3,3
" January 1, 2020",Background Investigator," Fairfax, VA ",Too much work,"Job is metrics/points based, to prove you are working. Hustle to get points by end of every week. Job is, make required attempts and move on- not NEED to get the work for reports. Thought this was “important work” for security clearances.",2.0,1,2,3,3,1
" December 29, 2019",Field Investigator," Loveland, CO ",Able to set your own hours,Employee must be able to have effective time management skills to be productive. I have exceeded my capabilities with the company and love the perks that accompany my ability to manage my time.,5.0,5,5,5,5,5
" December 28, 2019",Desktop Support Analyst," San Antonio, TX ",Great place to start in IT,Perspecta was a great place for me to start my career in the IT field. I learned a lot from my coworkers and management. Perspecta really is a place where one can grow and move up. I honestly regret leaving.,5.0,5,4,5,5,5
" December 27, 2019",Special Investigator," Herndon, VA ",Management not in the area,"My tasks was assigned by a person in Loveland CO which sent me all over Virginia, Maryland and Washington DC.. Which made it impossible to meet the required goals.",1.0,1,1,1,1,1
" December 26, 2019",Worker," Loveland, CO ",Stressful Position,"Training was fast & in the box. Some things were flexible, others not, but unclear which was which. Mgnt lacked training. Job was great, lots of work.",3.0,2,4,2,1,1
" April 9, 2020","Independent Contractor, Special Investigator"," Loveland, CO 80538 ",Integrity and Quality,Integrity is a value that is help to the highest standards when it comes to conducting interviews and presenting the interview in professional report writing. The quality of that work will be reviewed and analyzed by others to determine the outcome of one's security clearance.,5.0,5,5,4,5,5
" December 23, 2019",Infrastructure Project Manager," Plano, TX ",Good work environment,a typical day at work involves collecting requirements and entering tickets to get things done. I've learned a lot about Linux and the need to structure changes to be low impact. I value management input at Perspcta. My team shares alot of culture from EDS as most of us came from that environment. The hardest part of my job is dealing with ongoing certificate replacements need to allow users to access the system. The most enjoyable part of the job is finding changes that can be standardized.,4.0,5,3,3,3,4
" December 22, 2019",Investigator," Burlington, IA ",Great Company,Perspecta is a company that pushes each employee to get a case done as quickly and accurately as possible - which is needed for them to get paid. You must be willing to work without someone holding your hand and make the best decisions you can at the moment and make sure that job gets done. My field manager (FM) is always available when I call him and will always give me words of encouragement - job could not be done without the FM. You will not get someone to hold your hand everyday - if you want a challenge and feeling of accomplishment - then this is the job for you.,5.0,4,4,4,5,4
" December 21, 2019",Case Reviewer," Loveland, CO ",Not enough Hands on Training,They're expectations aren't realistic.The training given doesn't prepare you for the work that's really being audited. They claim production numbers aren't important but will rush you to submit more but will continue to advise how important quality is.,2.0,3,1,1,2,1
" December 21, 2019",IT Project Manager," South Charleston, WV 25303 ",People working together to get the job done.,Working on projects to keep businesses moving into the 21st century. Updating a lot of applications to be able to compete in the real world and beyond.,2.0,2,2,2,2,2
" December 19, 2019",Supervisor Data Monitor, Kansas ,Decent working evironment.,"Some good leaders and some bad leaders, as in any job. Evaluations need to be better structured. Easy work for the minimum pay offered. Health benefits are horrible.",5.0,5,3,4,5,5
" December 16, 2019",Business Analyst II, Kentucky ,Plenty of work,"Plenty of work but no defined advancement paths or priority for professional training. Work, go home, work again. If it wasn't for the flexibility in hours I would have already found another job.",3.0,4,3,2,2,2
" December 13, 2019",Tier 1 Agent," Norfolk, VA ",Factory-like help desk,"Overtime is always on... 50 hour weeks start to hurt after a while. Promotions do not come with pay raises (ever). Two weeks of paid vacation though, which is nice until it gets denied (it always does). Recommended for someone trying to just get their clearance.",2.0,1,2,1,1,2
" December 9, 2019",Contract Special Investigator," Chantilly, VA ","Productive, but as a contractor advancements and communicate from management are limited.","Pros

Flexible, can work from home

Get on a good contract & get the good benefits defined in the contract

Cons

Benefits, etc. are on a downward trend after merger

No communication from upper management
Pros",4.0,3,2,2,3,3
" December 8, 2019",System Administrator," Denver, CO ",fun,I enjoyed working remotely.. I had the flexibility to make my own schedule . communicated with my team via email and phone calls. always available to help,5.0,5,5,5,5,5
" November 21, 2019",Customer Solutions Specialist," Boise, ID ",not a bad place to work,"I was working for perspecta for a little over 2 years with no complaints on how things were run. I would recommend the job for anyone looking to advance their career in IT support. more roles in the company allow advancement into different lines of work, such as Field Services and Network Management.

Overall a great place to work.",5.0,4,5,4,4,3
" November 19, 2019",Subcontract Administrator," Chantilly, VA ",Subcontract Administrator Position,"If you are a Subcontract Administrator, there is no better place to work than Perspecta! Our Management Team is always there for us when we have questions or need a helping hand. The training tools and job-related resources that this Department has made available to us are far superior to any other company I have worked for. In addition, they hold a minimum of two on-line Skype training sessions per month, where questions can be asked during as well as after the presentation to enhance learning.

The Department is also extremely flexible; they understand if you have a Doctor's appointment or a sick child that you need to tend to.

The Team is very friendly, co-operative and works together very well. We try to answer each other's questions in a collective environment before we go to Management, which enhances our learning.

I cannot say enough great things about Perspecta's Subcontract's Team!",5.0,5,5,5,5,5
" November 16, 2019",Investigator Level 1," Loveland, CO ",Extremely Stressful!,"A typical day involves attention to email, voicemail, and your calendar. Anything and everything is subject to change on a daily basis!
Extremely flexible and yet also precise time management and organizational skills are a must!
Your work will be alone 80% of the time and with interview subjects 20% of the time. Workplace ""culture"" is exclusively by email, Skype and phone. Outside of training, there is very little in-person interaction with co-workers or management.
The hardest part of the job is keeping up due dates, constantly changing rules and regulations and fixing and correcting errors, both major and minor. Almost no mistake gets a ""pass"" and fixing minors errors is often a demanded priority, even over other work of much higher importance! Please also be aware that certain ""mistakes"" you might make can result in fines or imprisonment! Seriously! Do your job wrong - go to jail!
The most enjoyable part of the job is driving to and from appointments and meeting with the interview subjects. Everything else is dull, boring and very, very stressful!",2.0,1,4,3,1,1
" November 14, 2019",Engineer," Dallas, TX ","A lot of intercompany changes, spin offs, buy outs","Probably will be a good company, but experienced a rapid pace of spin offs, buy outs and group I was in got lost in transition. Once landing at Perspecta (through several spin offs - 4 different company's in 7 years), there was no actual work. At the end was left to ""busy"" work and management promising work, but nothing happened. Couldn't stand sitting around and getting paid to do nothing, so out of ethical practice.",3.0,3,4,2,2,3
" November 10, 2019",Special Investigator/Interiority Assurance Field Investigator," Alexandria, VA ",Finding balance,"I feel I would be more productive as a salary employee. The pro in this position making your own schedule and the biggest con is emphasis on production. Typical day is making calls for appointments, driving to/from various locations to interview multiple people and writing reports of these interviews. Very high pace, can be stressful, and is not for everyone. This is a military friendly company with options for those with spouses that are active military and need to relocate when their spouse must PCS.",4.0,4,3,3,4,3
" November 10, 2019",Engineer," Silver Spring, MD ",Less than the sum of its parts,"Perspecta took 3 functioning companies and made them into one dysfunctional one. No one is seeing raises, promotions, or advancement within the company.
The company is for the shareholders, not the employees. There's a steady stream of qualifie people leaving the company while poor performers are retained.",2.0,3,1,1,2,2
" November 8, 2019",Kazoo Player," San Diego, CA ","Good place to get some experience, but don't get comfortable.Raises are nonexistent.","Perspecta is alright.. I have survived 2 spin-mergers. Some days I love my job. Others, I can't stand to sit at the computer and work. Generally, as long as your work is getting done they leave you alone.
I was here 3 years before I got a massive 2% raise. If you are looking for a place to settle down and do the work you love, this is the place as long as you negotiate a salary that will last you a good 5-7 years. Raises are nonexistent. I have heard of many people leaving the company for a few months to come back and get a 50% raise. If only they would pay market rates to begin with.",4.0,4,2,2,3,3
" November 5, 2019",Field Service Technician," Colorado Springs, CO ",Great place to work,Very good company to work for. Manager was very respectful of employees. Good benefits. Fellow employees as eager to help when needed. Provided support to customers was the biggest satisfaction of the job.,5.0,5,5,5,5,5
