date,employee_title,location,review_title,Review,rating_overall,rating_balance,rating_benefits,rating_job_security,rating_management,rating_culture
" April 29, 2020",Maintiance mechanic for the field service division," Baton Rouge, LA ",It was too clicky.,If the leadman wasn't your drinking duddy he made sure not to give you assignments. He would tell others you couldnt do a job when you were more than capable. Worst team I've Ever worked on.,4.0,3,4,3,3,3
" April 29, 2020",Engineering Project Manager," Greenville, SC ",Good Company With Good People,Great company to work for. Opportunities for advancement as you prove yourself ready. I had a strong project controls background and I had the desire to try my hand at project management...Jacobs gave me that opportunity and I have been able to thrive in my new role. Looking for work due to COVID-19 and client's place a freeze on capital spending.,4.0,4,4,3,4,4
" April 28, 2020",Pipe fitter," Tyrone, NM ",It a nice place to make lots of money,Stay sober no and go to work on time and you will have a good job for a long time. I worked my way up from 17.hr to start in 3 months I was up to 18.50 hr,5.0,5,5,5,5,5
" April 26, 2020",CAD Designer," Bellevue, WA ",Great company to work for,I was given a chance right out of school. Everyone has been really patient and I learn something new everyday. My supervisor is great. I’m exposed to a wide variety of projects.,5.0,5,5,5,5,5
" April 25, 2020",Jacobs (name Changed From Ch2m) infrastructure/Overhead Door Lead," Deadhorse, AK ",professional work environment,"professional work environment that promotes a safe work place culture
it is a rotational work scheduled that allows me to spend allot of time with my family",4.0,4,4,4,4,4
" April 25, 2020",Electrician," Kingsport, TN ",Pay is based on how much management likes you. They have helpers who can do more than there journyman,I would never work for this company again. They have changed names but not management. Jacobs as a company away from this site Is a totally different company,1.0,2,1,1,1,1
" April 24, 2020",Senior Piping Designer," Baton Rouge, LA ",Good work environment.,Worked on several projects and always worked with a great team. Worked a 4-10 schedule that I absolutely loved. Having a three day weekend if not on OT is always great! Overall great culture and great people!,5.0,5,5,5,5,5
" April 22, 2020",Project Manager," Metairie, LA ",Provides challenging projects,I enjoy the varied projects we would do for clients. From new construction to upgrades and repairs. While working at Jacobs I grew from a starting detail engineer to a project manager with the company's guidance,5.0,5,5,5,5,5
" April 21, 2020",Senior Associate/ ServiceNow Knowledge Lead," Washington, DC ",Good workplace,A good company if you are looking into Federal Contracting. My work at Jacobs was in their FNS business. The focus is on U.S. government national security-focused agencies.,4.0,4,3,3,2,3
" April 20, 2020","Systems Administrator, Information Technology"," Glendale, CO ",Worked there when it was CH2M,Was an great starting job but offered no growth. Felt like you were stuck in the same place unless you were one of managements favorites. Job no longer exists since the outsourced most of their IT work to another country.,4.0,3,3,2,4,5
" April 18, 2020",Civil / Landscape Designer," Conshohocken, PA ","Temporary, and personable!","I contracted for many companies before, but this contract-to-perm position left me bewildered. The staff was COMFORTABLE with the temporary nature of their ""permanent"" employment. The staff was a family that had followed each other from company to company and project to project. They were endeared to one another, and taught me how to make family whatever the nature of the employment. Those 4 years turned my need to feel ""permanent"" upside-down.",3.0,4,4,2,5,4
" July 17, 2020",Architectural Designer," Cincinnati, OH ","interesting place, fast pace enviroment, bad work load management","Large company, impersonal, difficult to advance career-wise. Good pay while they have projects, but they lose you as soon as work dries out - no regrets on management part.",4.0,1,4,2,3,3
" April 17, 2020",Mechanical Engineer, US ,Variety of Work,"What I really like about my current job is the variety of projects I get to work on along with learning from other engineers. Also, being able to get out in the plant make the days go by really fast.",3.0,4,4,3,3,3
" April 16, 2020",Project Accounting Professional," Augusta, GA ",Great place to work.,Great company to work for. I enjoyed the corporate culture. You can expect annual reviews. The Accounting management that I worked for was one of the best teams I have ever had the pleasure of working for.,5.0,5,5,5,5,5
" April 16, 2020",PC Technician II," Huntsville, AL ",okay place to work,The job is too easy. There is no challenge and it seems next to near impossible to move up within the company. They want you to have everything right away such as certification plus experience. How in the world can you get experience if you cant get the job you are trying to get?,3.0,4,3,2,3,3
" April 14, 2020",Director," Dallas, TX ",long work days,"long work hours, unreliable systems, high turn over, favoritism, heavy use of temps - basically this place is a nightmare. They're very friendly during the interview but once you're in you see a whole different side of management.",1.0,1,1,1,1,1
" April 14, 2020",Senior Draftsman, Home Based ,Great people,"Work with great people, helpful and friendly also willing to help in anyway if you get stuck or need information. Very good safety culture and training to help with job",5.0,4,3,3,3,3
" April 13, 2020",Sr. Mechanical," Spartanburg, SC ",Nice group of people helping you be successful,"as above. upper management tries and keeps everyone employed through the thick and lean times. when one project comes to an end, they try very hard to get you onto another",4.0,3,3,3,4,4
" April 12, 2020",Desktop Support Technician II," Norfolk, VA ","Was great, management killed it","Had a blast my first 8 months here, Loved coming to work, some things in management happened, people got promoted, other's left and the new leadership pretty much killed my desire to keep working there. They also love to preach about ""promoting from with-in"" but when it comes time, they hire some random off the street 9/10 times.",3.0,5,3,1,1,1
" April 11, 2020",Acquisition logistician, Wright,"I worked for Tybrin/Jacobs from 2011 to 2014. As a Sr. Acquisition Logistition for C-17 FMS (UK) I provided logistics, program management GFE support","Jacobs was by far the best company I've worked for as a contractor at WPAFB, OH. Great pay, excellent benefits, flexibility, opportunities for career progression and location changes. I would recommend this company to anyone. It was my pleasure to represent Jacobs as i supported the USAF, United Kingdom, government and other partners.",5.0,5,5,5,5,5
" April 9, 2020",Helpdesk Technician," Fort Campbell, KY ",Dead End,Company provides a great opportunity to learn help desk skills in an enterprise environment. Does not pay competitively and lacks opportunities for advancement.,3.0,4,2,2,2,2
" April 8, 2020",Virtualization Architect," Green Bay, WI ",Large company with diverse work environment but little advancement,The environment was challenging and exciting. Ultimately I left because the opportunity for advancement was not there. I would have enjoyed staying but I felt undervalued.,3.0,4,2,2,3,3
" April 8, 2020",Contracts Administrator (Remote)," Sidney, OH ","Great workplace, flexibility to work part time remote in lieu of been destaffed.","great employer, great overall compensation package, great work culture, was able to work remote home base for multiple projects performing multiple roles (Contracts Administrator, Buyer, Expediter)",4.0,4,5,4,4,4
" April 6, 2020",Systems test technician, WSTF Las Cruces NM. ,Incompetent Director of propulsion department!,Was going good for 25.5 years...then director of propulsion went on a witch hunt. I admit to making some mistakes but nothing to get terminated over !,2.0,3,4,1,1,1
" April 1, 2020",Human Resources Coordinator," Tampa, FL ",na,This company like all companies has its pros and cons. It all depends on what is really important to you. It may be a good fit for you and it may not be. Their benefits were great though!,3.0,2,5,3,2,3
" April 1, 2020",Security Control Assessor, Northern VA ,Typical company to work for,Just a typical company to work for. No real issues majority of the time treated fairly. Flexible with work from home and allowing flex time depending on the contract being supported.,3.0,3,3,3,3,3
" March 30, 2020",Administrative Assistant and Program Coordinator," Lake Oswego, OR ",Productive place to work.,"In my last four years at Jacobs, I was given a substantial promotion and was recognized and respected by my manager. The hardest part of the job was when the contract ended and there was no more work for me.",4.0,4,4,4,4,4
" March 27, 2020",Instrument Design Lead," Baton Rouge, LA ",OK place to work,"OK place to work but, has some management issues. Some engineers have problems delegating authority. While others are alright to work with. Depends on what group and Client you end up with.",2.0,3,3,2,1,2
" March 27, 2020",Field inspector. Supplier Quailty Representative., W Worked out of the Houston Office and covered shops in the mortheast US. ,Jacobs encourages saftey and training.,"When working for Jacobs before I was laid off due to work slow down, I was extremely happy. I lived to work. My supervisor was professional and knew how to listen and help.
I hope some day Jacobs will put me back to work and put me a challenging project.
Jacobs makes me feel like a team player.",5.0,5,5,5,5,5
" March 27, 2020",Assistant Project Manager and Lead Mechanical Engineer," Gainesville, FL ",Excellent management and company reputation is best in the world,Most enjoyable part of working at Jacobs was the team effort and top notch talent of people I worked with. Each team member was highly educated and trained to be successful.,4.0,4,4,4,4,4
" March 27, 2020",Site Manager/Project Superintendent/ Mechanical Superintendent," Paris, TX ",Safety Culture was great,"Good company to work for , Jacobs really cares about their employees the company doesn't just talk about about it they show it and lead by example, they set the bar high.",4.0,4,4,4,4,4
" March 26, 2020",Structural Engineer," Greenville, SC ",Challenging but rewarding and with great people!,"High standards are in place for technical competency but career advancement opportunities are often available. Management wants to see employees productive, engaged and growing. Development is encouraged and rewarded. A great place for go-getters!",5.0,5,5,5,5,5
" July 17, 2020",Architectural Designer," Cincinnati, OH ","interesting place, fast pace enviroment, bad work load management","Large company, impersonal, difficult to advance career-wise. Good pay while they have projects, but they lose you as soon as work dries out - no regrets on management part.",4.0,1,4,2,3,3
" March 26, 2020",Manager, Connecticut ,Higher Management couldn't care less about you.,Working for Jacobs on a project is ridiculous. My company lost the contract. We were told EVERYONE would have a role even if they piled people at another location. My direct manager fled early and there has be zero check in from anyone. Now we are told we have to find ourselves our own job within the company and its not their goal to help us. They offer literally no severance package. Once they realized they didn't get the contract they totally shifted and don't give anyone the time of day. Very disappointing after spending so much time there. Hollow promises from management.,1.0,3,3,1,1,3
" March 24, 2020",Laboratory Specialist, Armenia ,Professional management team,"I gained practical skills on state of art laboratory procedures including quality management, veterainary sample management, laboratory construction, staff training.",5.0,5,5,5,5,5
" March 24, 2020",Industrial Electrician," La Porte, TX ",Journeyman electrician,Enjoyed working for this company. Completed every task given and exceeded every task. I would definitely recommend this company to future friends and family members if they are looking for work.,5.0,5,5,5,5,5
" March 23, 2020",Senior Administrator/contract Attorney," New York, NY ",Excellent law firm,"Calendaring, travel arrangements, team management, drafting and editing of documents, presentations, dealing with internal and external stakeholders, challenging and fast-paced environment in which I thrived.",5.0,0,0,0,0,0
" March 22, 2020",Manager, Field ,Not recommened for happiness or career growth,"Hostile work environment, Customer disrepects and put down people constantly. Jacobs management does nothing to avert this, even though it is well aware of the abuse.",3.0,4,4,1,3,3
" March 22, 2020",Engineer," Portland, OR ",Great company very bad leads and managers,"If you get paid higher your most likely get fired first, firing people with some stupid reason unethical way is most common at this location. Plan to fail every project is the primary agenda due to older experience staff experts those who don't change or listen, think I know everything in project. Anyway good luck to people who blame others then themself in failing projects as a lead and project manager.",1.0,4,3,1,1,5
" March 21, 2020",Environmental Engineer 3," Atlanta, GA ","Large, multidisciplinary corporation","The company I was with was acquired by Jacobs. My limited experience with Jacobs was with Program Management. I moved on to a smaller company that was slightly more people-oriented. Ultimately all consulting companies and businesses are ruled by margins and profits, no matter their size.",3.0,3,3,3,3,3
" March 20, 2020","Operator ,kettle tech"," Port Allen, LA ",Insurance is high if you have a family.,"I worked at jacobs many times in my life , back when it was called je merit until 2017. Jacobs was one of many favorite plant jobs I had but when the insurance got to high with a family I could not afford to stay.",4.0,4,3,3,3,5
" March 19, 2020",Planner Docks Project," La Porte, TX 77571 ",Company works to make sure everyone has safe work ethics.,The people I worked with were well skilled. I learned a great deal of my position hands on. Great group of people I worked with will miss them dearly.,5.0,4,5,5,4,5
" March 19, 2020",No Commnet," Long Beach, CA ",No Comment,It is an engineering and construction company with great people to work with. I have no regrets working at this company and would recommend working there to anyone.,4.0,4,4,4,4,4
" March 19, 2020",Undertake actual and witness surveillance inspection activities," La Porte, TX ",Nice,Work environment and management is nice to work. Friendly atmosphere. Co-operation and under stand the issues to solve. Encourage to grownup each other.,4.0,4,4,4,5,5
" March 17, 2020",Cleaner," Tullahoma, TN ",Good work,Good paying job and the co workers are very easy to get along with and they have a very good management team.the pay is fair for the work that is being done,4.0,3,1,4,5,3
" March 17, 2020",Construction Worker," Georgetown, SC ",It’s A Good Conpany,It’s A Good Conpany To Work For They Pay Real Good But They Have Poor Management Seriously But Far As The Work Amd Pay It’s Real Good I Really Enjoy Working For Them It’s Just They Have Poor Management,5.0,5,0,0,0,0
" March 16, 2020","Assistant Plant Manager, Cauley Creek Facility"," Duluth, GA ",Productive workplace.,"I enjoy working at Veolia. I been here for five years and have met a lot of people who in return has helped me succeed. Our creative marketing campaigns have quickly earned us brand recognition, and a reputation for being a breath of fresh air in the wastewater industry. In 2015, we were the proud recipients of the Plant of The Year, which recognizes the top facility in the state.",4.0,4,4,4,4,4
" March 12, 2020",Software developer," Alexandria, VA ",a great place to work,great place to work at. even though i worked for a very short period of time at the company i have been involved in different projects and was able to grasp different technical skills.,5.0,4,4,3,4,4
" March 12, 2020",HVAC Technician," Orlando, FL ","Jacobs talks about team and culture of caring, but these are just words they use behind closed doors in meetings.","Jacobs talks about team and culture of caring, but these are just words they use behind closed doors in meetings. The only team and culture is the one who is in charge. They would rather overwork current employees than rehire or bring in new ones so their bottom line looks good at end of year.",1.0,1,1,1,1,1
" March 12, 2020",Business Analyst III," Huntsville, AL ",Excellent work environment.,I had a great experience at Jacobs and my work teammates were amazing. You always had team mates to rally around you as an individual to help you with your specific work and vice versa.,5.0,5,5,5,5,5
" March 11, 2020",Telephone Teller/ Dispatcher," Williamsburg, VA ",Pretty good company,Hard to maintain an active social life. Not much home/job balance. Bonuses. Job not hard. Management was fair. Enjoyed coworkers. Work with a variety of customers.,4.0,3,4,2,3,4
" March 11, 2020",Test Engineer," Dearborn, MI ",My Jacobs supervisor talks with fork tongue,good place to get started. but not to stay at. Jacobs supervisors are more concerned about profits than employees. Won't give you a raise after the first year. You will need a job offer in order for them to give you a raise,2.0,2,3,3,2,2
" March 11, 2020",Capital Superientendent," Columbus, NE ",big on safety,Safety was number one. As an employee you were just a number. Fair wages and benefits. Not much help from corp.head quarters. Went thru 4 site mangers in 5 years.,4.0,4,4,3,4,4
" July 17, 2020",Architectural Designer," Cincinnati, OH ","interesting place, fast pace enviroment, bad work load management","Large company, impersonal, difficult to advance career-wise. Good pay while they have projects, but they lose you as soon as work dries out - no regrets on management part.",4.0,1,4,2,3,3
" March 10, 2020",Administrative Assistant/Mailroom Clerk," Englewood, CO 80112 ",Horrible,They use you to get them ahead then let you go. They lie and offer permanent positions but tell you there are none after you get them caught up. Management shows favoritism and are extremely rude.,1.0,1,0,1,1,1
" March 10, 2020",Facilities Support," Conshohocken, PA ",Good Workplace,Jacobs is a very diverse place to work at. People from all over the world work for Jacobs. Jacobs is very flexible with it schedule. I will recommend this company to anyone.,3.0,4,3,3,2,3
" March 8, 2020",Crane operator," Deer Park, TX ",Laidback,Company would hire you as day shift then once at site wanted you too go too night shift.then you would have too leave even after showing them your paperwork was for a dayshift,3.0,3,3,1,2,3
" March 5, 2020",Senior Bridge Inspector," Atlanta, GA ",Perfect.,Jacob's is the most diverse organization I've ever worked for. I see this company as a leading company that's sets an example for others to follow. I think management has learned that the employees are the back bone of the company so they are compensated well and treated fairly always.,5.0,5,5,5,4,4
" March 4, 2020",Emissions Test Tech," Allen Park, MI ",Dont waste your time,"The employees are friendly and willing to assist/train however management's communication and rules are not the same for each employee. Some employees are treated unfairly and some employees received special treatment depending on how much of an asset you to them and the company. Rules and procedures are not clear and/or the same for all employees.
Supervisors need training on management skills and codes of conduct.",1.0,3,2,2,1,3
" March 4, 2020",Mechanical & Piping Construction Superintendent, PIPING SUPERINTENDENT ,"Agradable y profecional,, inspirador","Muy profesional,,buen salario,,, ambiente de trabajo agradable",5.0,5,5,3,4,4
" March 4, 2020",Accounts Payable Specialist," Oak Ridge, TN ",Reputable company,"I enjoyed working at jacobs. The only reason I left was for relocation, if the had openings in Baltimore I would work there in a heartbeat. It was a great company.",5.0,5,3,3,3,3
" March 4, 2020",Jacobs Systems Administrator," Ft. Campbell, KY ",normal work space,Arrived to work completed daily task as assigned. Maintained a good working relationship with the customer. Learned to work with VMware 6.5. The work environment was relaxed and co-workers were fun to be around. The hardest part of the job was getting support from higher headquarters. The most enjoyable part of the job was the people I worked with.,4.0,4,4,4,4,4
" March 4, 2020",Flight Test Engineer," Eglin AFB, FL ",Well established company. Coworkers were very professional.,I enjoyed the work. It gave me a great sense of purpose and offered me the chance to learn new and exciting concepts in the field of flight testing. The work was always challenging but rewarding.,5.0,5,5,5,5,5
" March 3, 2020",OFFICE MANAGER / SECRETARY IV," Aberdeen, MD ",Na,Heavy management not enough leadership for growth in career. Quick turn around with employees. Need to have more on the job training especially dealing with safety precautions.,3.0,3,3,3,4,3
" March 2, 2020","ADMINISTRATIVE ASSISTANT, SCHEDULER, LAUNCH EQUIPMENT SECTION", Florida ,Good working day,"Safety conscious and customer oriented. Overall, good company to work for that hires to the customer needs. Can be schedule driven at times but will compensate accordingly.",5.0,4,4,4,4,5
" March 2, 2020",Senior Estimator/Project Manager, 1100 Glebe Rd ,Professional Culture,"Excellent company lots of opportunity for the individual who seeks it . They are very diverse and offer thier employees a lot of challange. I did historical work which I learned alot about the historical culture of washington, DC",4.0,4,4,4,4,4
" March 2, 2020",Cybersecurity Analyst| Information System Security Officer," Fort Meade, MD ",Productive and relaxed environment,I learned a lot from the company in the time I was there they believe in safety first. Do not get in a hurry an get the job done right it's not hard getting what u need for the job you are doing safety meeting where good an they recognize the people and reword them for the good job they do,4.0,3,3,3,4,4
" February 28, 2020",Systems Engineer," Kennedy Space Center, FL ",Great workforce with strong job security,"The Artemis Program will continue for a long time so there is no worry for any kind of layoffs. The group that I work with are fun, knowledgeable, and capable of exceeding expectations.",5.0,5,3,5,4,5
" February 28, 2020",Pipefitter Helper, Texas ,They are a great company,I learned a lot from the company in the time I was there they believe in safety first. Do not get in a hurry an get the job done right it's not hard getting what u need for the job you are doing safety meeting where good an they recognize the people and reword them for the good job they do,5.0,5,5,4,5,5
" February 28, 2020",Wind Tunnel Technician/Garage Technician/Chassis dyno Technician," Allen Park, MI ",Good starter job,"Pay is mediocre
Advancement opportunities are not available
Any raise or requests take forever
Decent place to work for someone that just got out of high school",2.0,2,2,2,3,3
" February 27, 2020",Program Planning and Control Analyst," Columbia, MD ",Company cares more about making a profit then it does about it's employees.,The Company is purely money driven and it shows. Routinely worked long hours because employees are expected to put the company and work load above anything else.,2.0,2,4,3,2,2
" February 26, 2020",Iron Worker," Clifton, AZ ",Good company,"Good company, good people to work with. My time as an ironworker was awesome. Always a good time doing ironworking. Working 6 days a week 10-12 hours a day.",3.0,3,3,3,3,3
" February 26, 2020",Electrical Foreman," Baytown, TX ",Productive work place,Safety oriented company where employees work as a team. Great upper management and HR department. I learned a lot about the industrial electrical field and the construction safety field.,5.0,5,5,5,5,5
" February 25, 2020",Systems Administrator," Scott AFB, IL ",Jacobs,Jacobs took over the Air Force contract and attempted to pair down quite a few jobs and offices. I suspect this was in order to pay for the cost of muscling in on the contract in question.,3.0,2,4,2,2,2
" July 17, 2020",Architectural Designer," Cincinnati, OH ","interesting place, fast pace enviroment, bad work load management","Large company, impersonal, difficult to advance career-wise. Good pay while they have projects, but they lose you as soon as work dries out - no regrets on management part.",4.0,1,4,2,3,3
" February 25, 2020",Pipe Supervisor, Lubrizol deer park ,Good company,"Very happy with Jacobs. Friendly environment, great supervision and they make sure to maintain a safe work place. Safety is number 1. Nothing negative about this company.",5.0,5,5,5,5,5
" February 24, 2020",Volunteer," Skillman, NJ ",good,Good place to work. Friendly and understanding employer. Activities were well organized and fun to manage. I had a great experience and love to visit the library even now.,5.0,0,0,0,0,0
" February 23, 2020",Electrician Journeyman," Deer Park, TX ","Great supervision, very understanding, make you feel welcome","Had a great a time working for Jacobs. They out standing supervision, they care about there workers, they always try to find you a spot to work and dont stop trying till they do",5.0,5,5,4,4,4
" February 22, 2020",ADMINISTRATIVE ASSISTANT," Anchorage, AK ","productive, great people",Very interesting work. Great workplace culture. What I enjoyed was the freedom to advance myself as I got to learn more about the company. The hours were very nice. I was able to come in when I needed to and work 9 hour days and 4 hours on Friday. If I had a print job that would be a little distracting to other employees I was able to arrive in the early AM (4am if needed) and work without disrupting anyone and work my 9 hours and leave. I worked with a lot of very interesting and helpful people.,5.0,5,4,4,3,5
" February 21, 2020",Software Developer," Fort Walton Beach, FL ",Love working here,"When I got my job here, I felt like I scored. The people are all fantastic to work with. We are almost like family. The only bad part is that we are on a contract and that has its hits and misses. Jacobs as a company will do their best to work with you to find other opportunities when a contract either runs out or ends. We get really flexible hours and as long as we produce and work our 40 hours per week, they won't hound you. We also get to go remote whenever we need to up to 16 hours per week. All in all my experience with Jacobs is an absolute dream.",5.0,5,4,3,5,5
" February 21, 2020",Sr. Electrical and Instrumentation Designer," Parkersburg, WV ",Work is accomplished in spite of systems in place,Lack of training makes achieving goals harder than necessary. The job scope of others are not understood and at times not valued. Staff contributions unappreciated.,3.0,3,3,2,2,2
" February 21, 2020",Contracts Analyst/Project Coordinator," Irvine, CA ",Fun and professional,"Negotiate and executed, contract amendments, modifications, change orders and new work orders while reviewing projects with RPM (Regional Procurement Manager) weekly, to ensure compliance with the design specifications and contract terms. Analyzed, rectified and resolve any discrepancies between Company's scope of supply/ services and the contract terms.",3.0,0,0,0,0,0
