date,employee_title,location,review_title,Review,rating_overall,rating_balance,rating_benefits,rating_job_security,rating_management,rating_culture
" May 5, 2020",Scrum Master," Washington, DC ","Great Work-Life Balance, Poor Middle Management","Leidos advocates for a great work life balance but does not have many opportunities for growth. Middle management doesn't focus on building team morale, team building or advancement. If you're looking for a place to grow, increase skills or certifications this is not it.",2.0,5,2,1,1,2
" April 29, 2020",Help Desk Technician Tier 1," Albuquerque, NM ",The worst job ever,"Getting constantly yelled at from the ""mother"" call center and constantly told ""if you cant do it we will replace you"",can
t even go to the bathroom without being disciplined....should I go on?",1.0,1,1,1,1,1
" April 28, 2020",Solution Architect, Remote ,Great Company,They realy do care about the staff - please note this was Leidos UK and not US - great set of ethics amd great techincal challenges to over come for our clients,5.0,5,5,5,5,5
" April 24, 2020",Staffing Assistant/Cyber Operations Specialist," Alexandria, VA ",Busy,"Prior to this contract, I loved working at Leidos for just under 3 years. Although since I've have been waiting for a CBP Clearance, I been helping with Staffing. I don't won't to say anything negative, but it was alright.",2.0,3,4,1,1,2
" April 15, 2020",Network Engineer \ Duty Incident Manager," Washington, DC 20002 ",Excellent work Environment,"* Able to assist user support when needed.
* Resolved major issues in timely matter.
* All Network engineers work as a team.
* Supported serval Government compentent.",5.0,5,5,5,5,5
" April 15, 2020",Systems Engineer/ Satcom Engineer / Network Engineer / Frequency Manager," Bridgewater, VA ",Leidos was good,"I liked it at Leidos, I was able to show my abilities and they recognized them . Over 5 years I was able to move into roles of management, in overseas positions, which greatly affected the war fight at the time",5.0,5,5,5,5,5
" April 14, 2020",Leidos Technical Support," Gaithersburg, MD ",Outstanding Company,"Dream Job! Worked as IT Support Specialist for few months through contracting party. Unfortunately, due to the COVID-19 pandemic, my contract and other's were ended early. I hope when things return to normal I will have the opportunity to work here again. I had an amazing time, and learned so much.",5.0,5,5,5,5,5
" April 13, 2020",Animal Caretaker," Bethesda, MD ",Great place to work,If you can do the minimum your manager will help you improve. great job security and work-life balance. The Biomedical research group in Frederick Maryland is the best,3.0,4,3,5,5,4
" April 12, 2020",Subcontracts Administrator," Washington, DC ",N/a,It is enjoyable and I hope to be able to move around to another position. I would like to obtain a clearance so that I can get a position perhaps in the DOD department,5.0,5,4,4,5,4
" October 17, 2019",Tech Lead / Systems Engineer, OCONUS ,Great company to work for,Leidos is a great company to work for. My supervisor always kept in contact with me and provided prompt feedback for evaluation reviews. The culture and workplace environment was always pleasant. My supervision recognizes the tech team's potential and rewards on merit earned within my team.,5.0,5,5,5,5,5
" April 6, 2020",Managing Consultant, Remote ,Great Place to work,"Had great leadership, she was a servant leader who took care of her employees. Company was bought out by another company had leadership turnover very recently.",5.0,5,5,5,5,5
" April 5, 2020",Manager," Chesapeake, VA ",Flexible schedule,Leidos is a very diverse and customer driven company. They focus on quality and timeliness of products. I extremely enjoy working here.there are many opportunities for growth,5.0,4,4,5,5,4
" April 4, 2020",Systems Engineer Leidos," Colorado Springs, CO ",I work at a customer location,"I enjoy working at our customer location. I care about the work we do and strive to provide the best capabilities we can offer.
The company is starting to treat their employees better from when they split from SAIC.",4.0,0,0,0,0,0
" April 4, 2020",Manager/Satellite Systems Engineer Senior," Houston, TX ",Everything,I’ve been with this company for 5 years now and have had no issues. Offers benefits and a 401k plan. The hours are flexible and telework is provided depending on the circumstance.,3.0,3,3,3,3,3
" April 3, 2020",Integration Specialist," Chesapeake, VA ",Great support.,"I found the management at Leidos to be proactive, supportive, and fair. Truly a company that values employees that work hard and want to contribute. You get what you put in, and more.",5.0,4,5,3,5,4
" April 2, 2020","Principal Corrosion Engineer, Principal Investigator"," Virginia Beach, VA ",Productive and enjoyable work environment,"The work I developed, corrosion control was a niche work. Other companies could not be bothered by addressing corrosion but LEIDOS did and the result was a product that was beneficial to everyone from the individual worker, sto the company and to our principal customer, the NAVY",5.0,5,5,5,5,5
" April 1, 2020",Test Engineer/Business Analyst, Remote ,ok place to work,"Worked in Carec2 program. Fully remote, so that was nice. Manager wasa micromanager. Team had a lot junior developers so took forever to get tasks done. Made QA team the fall guy when things weren't getting done and ended up letting go all of QA.",2.0,5,4,1,1,2
" March 29, 2020",Corporate Risk Management Analyst," Orlando, FL ",Fun place to work,"I have been working at Leidos full-time for more than 5 years

Pros

Everything they do is built on a commitment to do the right thing for their customers, people, and the community.

Cons

I can't think of any offhand cons to working for this company.",5.0,5,5,5,5,5
" March 28, 2020",Animal Caretaker 1," Bethesda, MD ",The worst company I ever worked for during my years of actively working with medical research.,I would not recommend anyone to work for or with this company. It is no work- life balance and no growth in the company. Prime example my previous co-worker who has worked as Animal Caretaker for 12 years has not advanced but the supervisors reap all the benefits. I took a pay cut and sacrificed a lot of my personal requirements to accept the job and IT WAS THE WORST DECISION.,1.0,1,1,1,1,1
" March 27, 2020",Project Manager, Florida ,Worked for over 6 years with no performance evaluation,I only received two salary adjustments in 6 years with the company; bonuses were difficult to obtain. As long as you were chargeable they did not care about you as an individual.,3.0,2,2,2,3,3
" March 25, 2020",Sr. Technical Writer," Vista, CA ",Unorganized and Incompetent,"This company is mismanaged from top to bottom. Too many people in management without the proper experience, background, and training. Production suffers throughout all groups, as there is a huge lack of organization, understanding, and proper structure.",1.0,1,1,1,1,1
" March 25, 2020",General Clerk III," Albuquerque, NM ","Leidos is ok to work for. You get that feeling of , they are trying to be better, just don't know how.","If you have family in management with Leidos, you're in! They love to keep it in the family. Great training, ok benefits, not great swag. Try to take Leave, and nobody knows how much you have or how to apply for FMLA.",3.0,3,3,2,1,1
" March 23, 2020",Field Service Technician," Chesapeake, VA ",Leidos,"Great company, got laid off due to coronavirus. Easy job to learn, nice people. Travel a lot, good pay! I learned how to do 5m cables. Great work environment.",3.0,3,3,3,3,3
" March 23, 2020",Air Traffic Control Safety Analyst," Des Moines, WA ",Challenging and interesting work,"This job provided me with challenging work which utilized well my skills and experience

Unfortunately there was no training, per se. Yes, the job utilized my skills, but the work required was different from anything I had ever done. Direction and guidance was minimal, yet expectations were high.
Some co-workers were very helpful. Others were not.",1.0,2,5,1,1,1
" March 20, 2020",Desktop Support Technician," Springfield, VA ",Busy schedule,"Kept busy for all eight hours a day, five days a week, providing a wide variety of desk top support, installing secure and unclassified computer equipment.",4.0,4,4,3,3,3
" March 20, 2020",Data Analyst," Durham, NC ",Ok,Contract position. It was an ok and short project. Lack of communication. Miss management. Nothing much to say. My contract ended quickly due to funding.,1.0,3,2,1,2,2
" March 18, 2020","Applications Technical Analyst, Remote"," Reston, VA ",Innovative company that should communicate more,This is a good company to work for if you don't need to feel connected to your job. Management does not keep colleagues informed about things. They could offer better health care coverage.,3.0,4,3,4,2,2
" March 17, 2020",Junior Java Software Engineer," Columbia, MD ","Good work-life balance, okay career mobility","I have strengthened by technical competency in my field while working at Leidos. The workplace culture is positive and, from what I can tell, inclusive.",4.0,5,4,3,4,4
" March 11, 2020",Korean Linguist/Open Source Analyst," Quantico, VA ",Good company,Great compensation and pay. Works in a customer site. No training offered for advancement or lateral move. Bur overall good place to work and gain experience,4.0,5,5,4,5,5
" March 10, 2020",Business Process Analyst," Midlothian, VA ",Always something new and challenging,"For the three years I was a part of Leidos, I knew I was a member of the team (at project and corporate wide). The work was challenging and made it a pleasure to get started every morning.",4.0,5,5,3,4,4
" October 17, 2019",Tech Lead / Systems Engineer, OCONUS ,Great company to work for,Leidos is a great company to work for. My supervisor always kept in contact with me and provided prompt feedback for evaluation reviews. The culture and workplace environment was always pleasant. My supervision recognizes the tech team's potential and rewards on merit earned within my team.,5.0,5,5,5,5,5
" March 8, 2020",Civil Engineer II," Honolulu, HI ",Poor management within the company/department under contract work,"The management within this company paid very poor attention to detail with personnel issues due to making the client always come first but not taking care of it's employees. If there was an internal issue between the employees between two separate companies, it would never be address because it was always about the customer or client's needs. The environment was passive-aggressive and a disappointment to not only my personal boundaries but my career overall.",2.0,3,3,3,2,2
" March 7, 2020",Integration and Test Engineer II," Gaithersburg, MD ","Sluggish-paced work environment, variable management, unstable","I worked in Software Test, so every day was spent in the lab watching software running, looking for issues. Sometimes that was very boring. Responsibilities also included debugging through monitoring logs, writing scripts to get rates of different requirements, and writing/editing test steps for clarity. Unfortunately there were good and bad managers, and I had a bad one. So there were no 1:1 meetings, and they had no visibility on what I or my team members worked on. Leidos also is behind the times as far as modern tech firms go. They don't have any perks like catered lunches or team building events. Community is not a priority for them. Training is also poor, and even if you self-advocate and try to learn things you will get turned down. If you are contracted, your job can get cut in an instant with very little notice because Leidos has government contracts with variable budgets and does not care about you.",2.0,1,3,1,2,3
" March 6, 2020",Engineering Planner Senior Staff/Applications Systems Administrator," San Antonio, TX ",New innovative place to work,"Leidos is a new and upcoming company that provides a diverse, causal atmosphere for people to excel at what they are good at. Technology is at the forefront and provides avenues for advancement.",5.0,5,5,5,3,3
" March 5, 2020",Business Analyst/ System Analyst," Tucker, GA ",Enjoyable and Encouraging work enviornment,Engaging and Enjoyable place to work. Enjoy working with my team and performing to the highest quality to provide our customer with the best product they need to perform the duties. My manager supports and encourages each individual to take accountability for their work and to set each other up for success.,5.0,5,4,4,5,4
" March 2, 2020",Flight Data Coordinator Specialist," Fort Worth, TX ",great workplace,Great to get your feet wet for aviation!! Awesome for understanding how pilots interact with air traffic control and helping with runway clearances. Majority or workload is search and rescue and tower communication companies.Shift work for overnights can be overwhelming depending on staffing needs.,5.0,5,5,3,4,3
" March 1, 2020",MEDICAL RECORDS TECHNICIAN," Columbia, MD ",Unstable at times,"I'm working on a government contract and I'm also working on a government website. For the past 2 weeks the system has not worked. We've been locked out and have been scrambling to find things to do so our paychecks aren't short. However, my supervisors are doing all they can to help us out. They're in a pretty tough spot and so I really appreciate them. It would be the perfect job if the application we use was greatly improved. The pay is actually above average for the type of work I do. I do loathe the fact that the only way for me to advance in my field is to get another job. Currently, I'm already at the top of the totem pole, along with my other coworkers. We can't move anywhere within the company.",4.0,5,2,1,4,4
" February 20, 2020",ELINT Analyst & SIGINT Reporter," Omaha, NE ",Open Contract,"Ability to develop your own projects and job.

Leidos is a great company to work for. My supervisor always kept in contact with me and provided prompt feedback for evaluation reviews. The culture and workplace environment was always pleasant. My supervision recognizes the tech team's potential and rewards on merit earned within my team",5.0,5,5,5,5,5
" February 19, 2020",Program Platform Manager," Tampa, FL ","Outstanding team composition, amazing leadership, fluid and flexible work environment, challenging and fulfilling work","Best job ever, an excellent balance between work and life requirements, outstanding leadership and mentorship, phenomenal employees with a team mentality, always supportive",5.0,5,5,5,5,5
" February 18, 2020",Lead QA Engineer," Reston, VA ",Great place to work,"Great place to work. great company, Leidos is a global leader in the integration and application of information technology, engineering, and science to solve the customers; most demanding ..",5.0,5,5,5,5,5
" February 18, 2020",Business Analyst," Salt Lake City, UT ",Good salary,"Leidos was OK to work for. They are still a big, impersonal corporation, but far better than some other large corporations, and the compensation was quite good too.",3.0,3,4,3,3,4
" February 17, 2020",Facility Security Officer," Chantilly, VA ",Good if you are looking for flexibility,If you get the right manager this could be a very good company to work for. You have to make sure upper management knows you want advancement if that is what you are looking for,4.0,4,2,3,2,3
" February 17, 2020",Helpdesk (Contractor)," Clinton, MS ",Contract work,"Call center, stressful at time. Management was laid back, mentally draining, no job security. Contract work, few messy people. Keep to yourself amd you will be fine. So really nice and helpful people.",4.0,4,3,3,4,4
" February 15, 2020",NGA Cartographic Analyst," Springfield, VA ",The schedule flexability was the best iv seen.,Managment was by far the worst iv ever encountered. Would not refer anyone to work for the company.... Managment was shady and played favorites. Managment was never around to answer questions we had.,1.0,5,2,2,1,3
" February 13, 2020",Program Administrative Assistant," Huntsville, AL ",Great Company,Great company but its a toss up on leadership. You may work for a wonderful person or the devil incarnate. It really all depends. Save your money and prepare for a rainy day because if you lose a contract (which may be rare) you want to be prepared.,5.0,3,3,2,1,5
" February 13, 2020",Systems Engineer - IT Asc at Leidos, IT Asc at Leidos (Former Employee) ,Strange experience,"When Leidos bought the contract that I was on, they decided to remove senior managers who understood the large and complicated project that we were working on and replaced them with Leidos managers who had little to no knowledge of the program. The result was a confused mess for the rest of the time that I was employed there. Most of the remaining employees were job scared and people were being let go at an alarming rate. The Leidos managers did nothing to make me feel that I was valued, and the chaos that they brought to the program resulted in my leaving.",3.0,3,4,3,3,4
" February 12, 2020",Enterprise Hardware Attestation Project Manager, Remote ,Structured but good for Work/life balance,Benefits were not as good but I was able to telework for a number of years and have good work/life balance. Health benefits constantly being reduced.,3.0,4,2,2,3,3
" February 11, 2020",Senior DB2 DBA," Woodlawn, MD ",a toxic work environment at abysmal pay,a company focused on looking good for the client and delivering average results at high client billings; definitely not a premier consulting company.,2.0,3,1,1,1,1
" February 11, 2020",Client Support Manager (CSM)," Fort Worth, TX, Manassas, VA, Lewiston, ME ",The company is a consulting company.,"As long as the company has work available then it is a great company to work for; however, the downside is if they do not have any consulting work they will lay you off.",5.0,3,4,3,3,3
" February 5, 2020",Representative," Clinton, MS ",Not a good place/ ILS contract,"In my department, there is no advancement or annual compensation. The management in place in my department runs it as a dictatorship and never listens to your ideas. There is supervisor in place that has never supervised anyone in his life. The environment is toxic and no good schedule options.",1.0,1,1,1,1,1
" February 1, 2020",Senior Buyer," Newport, RI ",Thugs,"The Leidos Management team consists of unprofessional men who think they’re still in the Navy. They encourage cut throat behavior, and cliques will sit for hours and do nothing. Rampant nepotism, and retaliation for not staying quiet. Stay clear of this company.",2.0,2,1,1,1,1
" October 17, 2019",Tech Lead / Systems Engineer, OCONUS ,Great company to work for,Leidos is a great company to work for. My supervisor always kept in contact with me and provided prompt feedback for evaluation reviews. The culture and workplace environment was always pleasant. My supervision recognizes the tech team's potential and rewards on merit earned within my team.,5.0,5,5,5,5,5
" January 30, 2020",Analyst/Interpreter," Vienna, VA ",Great Experience,My supervision recognizes the team's potential and rewards on merit earned within my team. My team lead always keep in contact with me an providing prompt feedback for evaluation reviews.,5.0,0,0,0,0,0
" January 29, 2020","Leidos Contractor, Government"," Atlanta, GA ",Contractor with Government. Little contact with Leidos Management,Things conflicts between what is expected from a contractor and what Leidos expects. Little if no contact from Leidos and as a contractor you are on the outside. Not an easy position to be in.,2.0,1,4,3,1,2
" January 26, 2020",LAN Administrator/ Desktop Support," Arlington, TX ",LEIDOS is a good place to work.,Ledos is a good place to work it has a very professional atmosphere. The people in the location are kind the place is clean and the work is very interesting .,5.0,5,4,3,3,4
" January 23, 2020",Field Service Engineer," Vista, CA ","Great Defense contractor, great job",Only problem is this job isn't for everybody. Must be mentally tough because of all the traveling and preferably single. Traveling is awesome but taxing. Must love touching computers and troubleshooting.,4.0,3,5,4,5,4
" January 23, 2020",Contractor," FPO, AP, 96350, US ",Wonderful work envirment,On a typical work day I would come into the office and I would do my daily task and I would enroll active duty service members and their family members into Tricare overseas the appropriate documentation. Each enrolment had a 5 step process which included making notes for international SOS. I would also brief an average of 150 active duty and family members on Tricare.,5.0,5,5,5,5,5
" January 21, 2020",Counter Intelligence Screener," Fort Jackson, SC ",No comment,The work environment was very negative and communication was poor. The site manager they assigned was very biased and they didn't care to replace her or improve the work environment.,3.0,5,5,2,2,3
" January 19, 2020",Field Service Tech III, home and philadelphia ,great place to work,"great place to work, flexable and people are great. Unfortunatlly the new government contract changed and staffing also did. They are very helpful in my new employment serch",5.0,5,5,5,5,5
" January 17, 2020",AI-Vets - Vice President,Vets ,Working at Leidos is great experience.Can drive to make the client decisions making faster,"Working at Leidos is great experience.Can drive to make the client decisions making faster

Workplace culture is fast pace but very balanced with life and family

Hardest part can be sometimes dates are unpredictable",4.0,4,4,4,4,4
" January 13, 2020",Technical Trainer," Albuquerque, NM ",Nice place to work,Leidos is a good place to work and they respect their employees. They are very consistent and have a responsive Human Resources department. It is a good place to work.,5.0,5,5,5,5,5
" January 11, 2020",Elevation QA," St. Louis, MO ",I enjoy working with the people I work with.,"Thankfully my working condition is good. Everyone gets along, there are no major issue between technical proficiency or personality clashes. I know not every office is like that but thankfully mine is.",4.0,4,3,3,4,4
" January 9, 2020",Sr. Buyer," Ft. Deterick, MD ",Onboarding is suspect,"Managers are terrible at training new employees and get them up to speed. Company is very ""stuck in its ways"" and refuses to evolve. Going to be tough to hire a younger generation.",2.0,3,3,2,1,1
" January 9, 2020",Proposal Manager," Reston, VA ",Biased management,There is a culture of reverse discrimination where minorities receive extreme preferential treatment. Lay-off occur randomly and without clear performance basis. Example: Last person hired on a team gets laid off if the manager doesn't meet the budget. Very hypocritical public advertising...,1.0,2,1,1,1,1
" January 8, 2020",SQL Developer," San Diego, CA ",Average,Job security is not good. Employees get pay when there is a contract otherwise the employees have to leave with out pay or get lay-off. Health benefits is not good either.,4.0,4,2,2,3,2
" January 7, 2020",Government Agency Collector," Tucson, AZ ",Very stressful,"Supervisors do not know the job of employees under them.
Supervisors don't know their jobs & can't answer employees question when they arise.
Leidos is a great company BUT they need better Supervisors and up.",2.0,1,4,1,1,1
" January 6, 2020",Secretary III," Fort Deterick, MD ",Job Work/Life Balance,"Love that my schedule is flexible, as long as, I get my 40 hours a week in and I get my work done no one bothers me. The work atmosphere is very friendly and there's a lot of intelligent people working towards finding a cure for cancer and other diseases.",4.0,5,4,3,3,4
" January 5, 2020",Logistics Analyst II," North Charleston, SC 29405 ",Leidos,Leidos is a great company to work for. Management genuinely cares about your well being and goes above and beyond to take care of their people. The company has good benefits that is better than most companies.,5.0,5,5,5,5,5
" January 4, 2020",CHCS and AHLTA Technical Support," Reston, VA ",Management is unaware,"Manager's don't have a clue what boots on the ground are experiencing, all they want is to cut costs to include your salary. I don't recommend them as an employer.",1.0,1,2,1,1,2
" January 3, 2020",Field Service Technician," Birmingham, AL ",Professional Workplace,"Co workers were all very professional. It was an enjoyable place to work. If there were any issues that arose, management was very proactive to resolve the issues.",5.0,5,5,5,5,5
" December 31, 2019",NSWCCD - Engineering Technician, Engineering Technician (Former Employee) ,"professional, comprehensive",A thoroughly professional organization of wide ranging capability. High standards and ethics of business practice. Would recommend to anyone at any level of their career.,5.0,5,4,4,5,5
" December 27, 2019",Geospatial Analyst," Springfield, VA 22150 ",Worked at Customer Site,Really relaxed environment to work in. Good work/life balance. Management will help you in times of need. Flexible work hours which is good for when you have kids or unforseen incidents.,4.0,4,3,4,4,5
" October 17, 2019",Tech Lead / Systems Engineer, OCONUS ,Great company to work for,Leidos is a great company to work for. My supervisor always kept in contact with me and provided prompt feedback for evaluation reviews. The culture and workplace environment was always pleasant. My supervision recognizes the tech team's potential and rewards on merit earned within my team.,5.0,5,5,5,5,5
" December 27, 2019",Airborne Sensor Operator - MX20 FMV / Imagery Intelligence (IMINT) Analyst, MX20 FMV / Imagery Intelligence (IMINT) Analyst (Current Employee) ,Outstanding People.,"Overall a great place to work. I enjoy the Program I am on and the Job. Leidos is a good company with great benefits, 401K and stock options are great and the medical dental benefits are priced right.",5.0,4,5,4,5,5
" December 27, 2019",Field Service Engineer," Bridgewater, VA ",Good Company,Good Benefits. Strong company they have a lot of job opportunities within the company and a lot of good things going on. I have Enjoyed my time here very much,5.0,4,4,4,4,4
" December 24, 2019",Systems Integration/Test Engineer," Egg Harbor Township, NJ ",Flexible work environment and good benefits,"Working at Leidos is very flexible for the most part. You can choose the time you want to come in and leave as long as you get to 40 hours, but as a systems integrator I have to sometimes do testing in the lab which are split into 6 hour shifts and require reservations. Each day is different depending on the tasks you are assigned, but generally I would check emails first, read over technical documents, develop test procedures if needed, and perform testing in either a lab or developer environment. Leidos is a very large company so management is not the best, but co-workers are always very helpful if you are given an assignment from higher up that may not have been explained well.

Benefits are very good, I have a 401K, health insurance, dental, gym membership reimbursement, paid time off, and every now and then there are opportunities for work travel that is completely paid for by the company. The workplace culture is professional for the most part, but not so much that you can't take a break and have a conversation about life outside of work.",4.0,5,5,4,3,4
" December 23, 2019",Systems Engineer," Colorado Springs, CO ",Performance Driven company,The company holds its employees to the highest expectation of work performed. Management has a finger on the pulse of employees which is refreshing. Working environment is not high pressure,5.0,5,5,5,5,5
" December 21, 2019",Systems Administrator-Scientific / Bioinformatics Analyst IV,Scientific / Bioinformatics Analyst IV (Current Employee) ,Decent,Seems to be a pretty decent company. I'm at a remote location so don't get much interaction with other Leidos employees. Pretty much on my own. No problems with Leidos management.,4.0,4,4,3,4,2
" December 18, 2019",Computer Specialist/Account Management," Andrews AFB, MD ",Multifaceted Company,Leidos is a great company that provides multiple avenues to broaden your horizons. The opportunity for advancement is very high here and the atmosphere is very welcoming.,5.0,4,4,4,4,4
" December 18, 2019",Counter-Terrorism Technical Writing Specialist,Terrorism Technical Writing Specialist (Former Employee) ,Medium-szied company with a competitive financial backing,"Laid back company with a personable leadership and cast of employees. The company offered very good benefits and plenty of employment opportunities. It was a pleasure working for them, although my time was cut short with them.",5.0,5,5,5,5,5
" December 18, 2019",Senior Software Engineer," Oklahoma City, OK ",Software Engineer III,"Although a great opportunity to work on behalf of the government through a contract, the particular team I worked on lost 2 developers. I finished my project but the business was always pushing more work and I ended up at 60 hours a week (40 paid) for 2 months after the government shutdown in 2018/December",3.0,3,3,3,3,3
" December 17, 2019","CURRICULUM DIRECTOR, SPECIAL OPERATIONS"," Brussels, IL ",Productive and respectful work environment,"Productive and respectful work environment. I would recommend to anyone to work there. Company and leadership were respectful and educated. Based on my solid academic background and experience, I believe I was a viable and well-suited candidate for the Leidos team. In closing, I believe I was well-suited to support and be part of the Leidos educational research team. The position supported my personal and professional goals to continue providing research and curriculum development and also provides support in the field of Homeland Security..",4.0,4,4,4,4,4
" December 17, 2019",Associate Distribution Engineer," Battle Creek, MI ",Productive,"I worked in the client's office, so I really don't get to feel a part of the Leidos job culture. But overall, I love the people I get to work with. I'm more influenced by the client's job culture than that Leidos'.",4.0,4,5,5,5,3
" December 16, 2019",System Administrator IV," Little Rock, AR ",Great,"I've enjoyed it and have learned quite a bit from the other people I have worked with. Sadly, contracts do not last forever so it is time to look for new opportunities.",5.0,0,0,0,0,0
" December 15, 2019",Target Development Analyst," Shaw AFB, SC ",Leidos,"Decent company to work for with good compensation and benefits. Depends where you work for how your supervisor will be. Mine was decent but not the greatest, again all depends on you and your location/situation.",4.0,4,4,3,3,3
" December 12, 2019",IT Security Analyst III," Frederick, MD ",Great Employee Environment,Co-workers definitely make you feel like you're a part of the family. Majority of the people are helpful when you need help. Definitely a family friendly environment.,4.0,4,4,4,4,4
" December 11, 2019",Epic Consultant," Michigan City, IN ",As a traveling consultant it's difficult in all arenas to be consistently on projects,"I did and always have enjoyed the time that I spent with Leidos, as a contract employee staying consistently employed has been a challenge, not to say that it was unusual but something I wish we could have worked out.",5.0,5,4,3,5,4
" December 9, 2019",Systems Technician," Albany, NY ",Good work/life balance,Good work/life balance and really meaningful work. Flexible hours allow you to focus on other pursuits-a very valuable commodity in today's work place.,3.0,4,0,0,0,0
" December 9, 2019",Designer/Drafter - Engineering Services Group - DOD Navy program, Engineering Services Group ,hubo menos expectativas de lo que esperaba,"Trabajo de Dibujante mas que de Disenador.
Trabaje con personas interesantes pero la organisacion no evaluo
correctamente la magnitud del projecto contratando personal de mas.",5.0,5,5,5,5,5
" December 6, 2019",Junior Software Engineer," Morgantown, WV ","Great Opportunities for Junior Devs, Not much advancement opportunity","This job is excellent for new grads. It is a very friendly, informal culture, and there are a lot of learning opportunities with up-to-date tech stacks. Unfortunately, it seems that employees only seem to last 2 or 3 years here. There isn't much opportunity to move up past Junior, and the raises aren't very impressive. Overall I would still recommend Leidos to new grads.",4.0,4,3,3,4,5
" December 5, 2019",Sr. Counterterrorism," Reston, VA ",Great Company,"Normal 8 hour day with breaks, workplace culture is good, the hardest part really isn't hard just time consuming writing proposals and bidding on new contracts.",4.0,4,4,4,4,4
