date,employee_title,location,review_title,Review,rating_overall,rating_balance,rating_benefits,rating_job_security,rating_management,rating_culture
" May 7, 2020",Technical Lead," Jefferson City, MO ",not bad,Its a major global corporation. Can be tough for a company of that size to not cookie cutter their response to all employees in general. Community outreach is big!,4.0,3,4,4,4,3
" May 6, 2020",Packaging Machine Operator," Independence, MO ",Hard to move forward because of jealousy!!,People will turn on you just for performing good at the job. It is really hard to get recognize for the hard work you preform at this job. Unilever care about the overhead money only and can careless about you over head health and happiness.,3.0,3,3,3,3,3
" May 4, 2020",Line Technician," Covington, TN ",Long hours good pay,"Unilever is a great company who appreciates their employees. However, some seniority employees are very nasty towards new employees, and has no regard for management.",5.0,2,5,4,5,3
" April 30, 2020",Analista de pagos, México ,Empresa con ritmo de trabajo acelerado que da muchas prestaciones,"En general es una empresa que cuida de su personal y la gente, las prestaciones son muy buenas y hay una gran oportunidad de hacer carrera dentro. A cambio de eso, las jornadas laborales son de no menos de 10 horas diarias, dependiendo de la posición, la presión, el estrés y el ritmo son altos. Mantenerse en ese nivel de energía es el reto, la evaluación es estricta, aunque se basan en competencias tambien, los resultados son un must y el estándar que requiere una compañía así, es alto.",4.0,3,5,4,4,3
" April 26, 2020",Mover/Packer," Henning, TN ",Im content woth my overall experience working at Unilever.,I take pride in my work as an individual I try to do my best at anything new I'm introduced to do and I will continue to do so if given the chance to excel in my field of work.,4.0,3,3,3,2,3
" July 4, 2020",Computer Operator," Ghorashal, Palash, Narsingdi ",It is a quiet environment. Everyone here is very friendly,"By working here I have learned a lot, which will help me for my future job. My work was very systematic. All the staffs finished their work beautifully. This job has created a very positive thinking for me.",5.0,5,5,3,4,5
" April 23, 2020",Specification Writer," Trumbull, CT ",Respectful employer,This company really cares about it's employees and it shows. A very healthy and productive workplace environment. I would highly recommend this company to others!,5.0,5,4,4,5,5
" April 15, 2020",Tracing and Tracking Senior Specialist Momentum Transportation," Jacksonville, FL ",Great company and very enjoyable work environment,"Great company and very enjoyable work environment, the culture is great and progressive. Great products as well as growth opportunities. Company also give a lot back to the economy.",5.0,4,4,4,4,4
" April 3, 2020",Janitorial Housekeeper," Trumbull, CT ",Enjoy,It wasn’t not to hard of a job. Just punch in and get to work everyone was really work friendly. Working there taught me how to operate machines that I’ve never used a day in my life but what I can say is working was very enjoyable for me .,5.0,0,0,0,0,0
" March 26, 2020",Hand Packer," Covington, TN ",Hardest Part Of Unilever,Unilever Is A Great Job Very Good Pay Or And Double Time . Packing ice Cream All Day Sometimes Make Ypur Hands Cold But It’s Not So Bad . Very Helpful Supervisor And Employee’s,5.0,5,0,0,5,0
" March 23, 2020","Sr. Labor Manager, Process Lead and Regional Human Resources Manager"," Agile and Sikeston, Missouri ",Values and Integrity,"Strong values and integrity. Putting people and communities first in brands, policies, and culture make this a great place to work. Strong safety culture built in as a foundation. The diversity of the workforce adds to the interesting and inclusive environment.",5.0,4,4,3,4,4
" March 22, 2020",Supply Chain," Englewood Cliffs, NJ ",Overall Good Company,Overall good company with a topline goal to grow and improve communities around the world. Can be challenging to navigate the matrix structure - those who make themselves stand out are most recognized and rewarded.,4.0,0,0,0,0,0
" March 22, 2020",Injection Molding Technician," Mundelein, IL ",New start up,"Supervisar,leaders,set up,new molds,any injection molding machine use Doble shot,training a new hiring o new set up,Documents for a new cycles.Do production report if nesesary cover half of next shifts.etc",4.0,4,2,2,3,2
" March 20, 2020",Sales & Marketing Director," Miami, FL ",Exceptional on job training and development,"From the very beginning Unilever display professionalism and interest
in all their employees. They offer numerous educational and development opportunities to those employees who show interest and ability to progress further in the company. I took advantage of all the opportunities offered me including a meteoric rise in position coupled with overseas secondment duties, these countries included Australia, England and the US. In addition the company developed my managerial skills by selecting me to conduct in house sales and marketing courses.",5.0,5,5,5,5,5
" March 17, 2020",Basic operator," Jonesboro, AR ",All over well,People were friendly..mangement was decent..i enjoyed working there day to day..i enjoyed learning about machinery..the best part of the job was accomplishing goals,4.0,4,4,4,3,4
" March 17, 2020",Tecnico operador, Operador de servicios ,Empresa exelente,"Lo malo es el tipo de encargados bajo las gerencias que hacen que tu carrera sea un fastidio por el poder que les han dado un ejemplo el jefe de servicios y sus chalanes que llevan y traen y son tapados de las anomalías que hacen ,por la empresa una gran empresa que cumplió todas mis espectativas y mas",4.0,3,4,3,1,1
" March 17, 2020",Engineering Specialist," Covington, TN ","Work life balance is not existent, along with a buddy system of favoritism that is very apparent. Very inconstent management","They have a favoritism culture among management. This ranges from promotion, time off, yearly bonus/reviews. The majority of personnel have no technical knowledge including management. It's a very different culture for technician and engineers that are use to performance based culture because they have a buddy system in place.",2.0,1,2,1,1,1
" March 16, 2020",Package Handler," Jonesboro, AR ",My Opinion,"If you get plenty rest, You’re will be a lot easier. What I learn from this job is, How the products are made. The management at this company is great, If they see anyone struggling, they’re stop the job their doing and will go help the struggling employee. The culture of this company is pretty nice, not to cold not to have hot and is very clean and safe. The hardest part of the job is, The standing, but other the the job is very ash and laid back.",4.0,3,3,5,5,4
" March 13, 2020",Me gudtaria trabajar en bodegas o como distribuidor, Pues normal ,Me ha gustado esta son preguntas normales que todos los pueden resolver,Pues estuvo normal me gustó lo formulada que estaban y me gustaría crecer en forma laboral conocer nuevas cosas aprender y seguir avanzando laboralmente,5.0,5,5,5,4,5
" March 11, 2020",Line Technician," Covington, TN ",Four stars,"I gave my company ,Unilever , a four star rating because there’s always room for improvement . Top pay averages around 20$ an hour for regular production workers but I feel it should be around 22.50 for a multi billion dollar company this size.",4.0,4,4,4,4,4
" March 11, 2020",Assistant pasteurizer," Sikeston, MO ",Dont miss work,Regardless of reasonn missing work will cause termination. You will start on night shift and wait for opening to go to days. Jobs are pretty easy pays good,4.0,0,0,0,0,0
" March 9, 2020",Machine Operator," Jonesboro, AR ","Great place to work, just not so much great people to work with.",Felt like everyday there was a conflict at the door waiting for me. Mostly due to me being what I am while being so young and in the position I was in (I believe).,3.0,0,0,0,0,0
" March 9, 2020",Trabaje repartiendo mercaderia en mi pais, El salvado.centro america ,Exelente,Una empresa reconocida mundialmente muy bien establecida,4.0,4,4,5,4,5
" March 8, 2020",Process Operator," Henderson, NV ",Productive fun and safe workplace.,Clean safe working establishment which cares for the wellness of its employees wellbeing and safety. Management keeps a positive open communication within shift pass downs to continue making great quality product.,5.0,5,5,5,4,5
" March 6, 2020",Plant Operator," Champ fleurs, Eastern Main Road,Mt Hope ",Supervisors need just a little more training in dealing with employees.,"The company whereby I've worked for from the year 2006 to 2021, operates more like a unit. However there are sometimes whereby ideas are not taken into account quickly enough and as such have lead to some unforeseen and unfortunate consequences.
But for most times I've enjoyed my time there immensely and I'd do it again if given the opportunity.",4.0,5,3,4,4,5
" March 5, 2020",Line Lead Supervisor," Jonesboro, AR ",Too pc,"Zero accountability due to corrupt don’t wanna hurt anyone’s feelings. Bad business practice for what should be an overpaid factory job, hello Monday meetings safety Tuesday people Thursday",1.0,1,4,2,1,1
" July 4, 2020",Computer Operator," Ghorashal, Palash, Narsingdi ",It is a quiet environment. Everyone here is very friendly,"By working here I have learned a lot, which will help me for my future job. My work was very systematic. All the staffs finished their work beautifully. This job has created a very positive thinking for me.",5.0,5,5,3,4,5
" March 4, 2020",Finance Management Trainee at Unilever Future Leaders Program," New York, NY ",Fun and inspiring place to work,"Great experience working through various functions of the company. The company's mission is clear, the majority of the organization is on board to achieve it. Was proud to work for Unilever.",4.0,0,0,0,0,0
" February 28, 2020",packer," Covington, TN ",N/a,It’s okay not the best job but not the worse job either . It’s sometimes a big problem when the managers don’t care about you struggling at work though.,3.0,2,3,3,3,3
" February 25, 2020",Revenue Analyst," Shelton, CT ",Company that values employees and offers Work/Life Balances.,"Growth with thin Unilever is to start in Customer Service as this role seems to be highly promoted.
Fast place environment, must be open to change .",4.0,4,4,3,3,4
" February 24, 2020",Factory Logistics Group Manager," Covington, TN ","Amazing company, giving you a purpose and vision for the future.","Unilever is a fantastic company and I am so grateful that I have had an opportunity to work for a leading edge company. Unilever does a terrific job at leadership development, driving and improving sustainability and leveraging technology and innovation to gain a competitive edge in the business. Unilever believes in diversity and making employees feel that they have a special place in the company. Unilever empowers you to make decisions, be a proactive leader and drive performance and savings through supply chain projects and initiatives. I've been given many opportunities to develop breadth in my supply chain career and gain a true understand of end to end supply chain management. Unilever sees supply chain as an important cornerstone to compete successfully in the market place. I am also a product of Unilever's excellent leadership and mentoring programs teaching us how to motivate and lead our teams to deliver business results and continuous improvements year over year.",5.0,4,5,5,5,4
" February 23, 2020",Assembly Worker," Jonesboro, AR ",Its a nice place to work. Nice producing,I have nice days at work. I like the hours they give me its very flexibly. I like how the work areas always clean and its has a nice smell to it and I like how all employees gets a discount on all products in the store.,4.0,4,4,5,4,4
" February 21, 2020",Senior Factory Transportation Planner," Shelton, CT ",Great work/life balance,"Agile, flexible culture makes it ideal for working parents. Lots of opportunities for internal moves. A typical day is very busy. The company demands a lot of its employees but rewards hard work. Great people to work with.",4.0,4,3,3,4,4
" February 20, 2020",Supervisor de obras, Sector de mantenimiento ,Me gusta unilever,"Es una gran empresa recomendable para trabajar.
Traten de conseguir trabajo allí.",5.0,4,4,4,4,4
" February 18, 2020",Line Technician," Covington, TN ",Great pay and OverWorked!!!,You make great money with good PTO and vacation but the point system is not enough and forced OT is sooo ridiculous when people volunteer all the time..,4.0,1,5,4,4,4
" February 17, 2020",Quality Control Technician," Covington, TN ",Ice cream factory,Quality control I had to inspect the ice cream it was mostly our team effort and it was all about product quality over quantity and everyone hadtowork,4.0,4,4,5,4,4
" February 17, 2020",Director of Purchasing," Greenwich, CT ",4 star,Upper management does not follow through on promises. Discrimination based on nationality. Given promises of health care and retirement benefits that were rescinded shortly after retiring.,4.0,4,4,5,2,3
" February 12, 2020",Warehouse Lead," Covington, TN ",I learn to lead and take orders,The company have great opportunities long as your focus and hungry to learn more pay raises great benefits and good promotions...choose this job no Regrets,5.0,5,5,5,5,5
" February 12, 2020",Machine Operator," Jonesboro, AR ","Could have been great, but management prefers to keep toxic employees around.","The job tasks were great, nothing was too hard at all. Unfortunately, Unilever insist on keeping nasty people around who go out of their way to hurt others by talking down on them, spreading lies to hurt them, and even lying on the informants to make them selves look good and other machine operators look bad. The TO on my line actively went out of his way to throw everyone under the bus and management didn't care to do anything about it when told. It's a shame because I could have easily retired working there but people in charge just don't understand how difficult it is to work with someone who lives to hurt others for their own gain. Ultimately there is a disconnect between leadership and the workers. If only they were as organized in getting rid of bad people as they are taking away worker's personal days maybe they would improve.",3.0,5,5,5,2,2
" February 12, 2020",Mecânico de Manutenção, Dove ,Stress,Muitos administradores. Não dá pra adivinhar o que cada um quer,3.0,1,3,1,1,1
" February 12, 2020",Associate Customer Promotional Planner," Shelton, CT ",Productive workplace,Wonderful work life balance in addition to flexible work hours which works well for someone with a family. Ability to work from home is an added bonus as well as the casual attire you can wear to work daily. Benefits/401K option and Salary are good.,3.0,5,4,2,3,3
" February 10, 2020",Packer/Icecream," Hagerstown, MD ",Fun place to work,It was nice to participate in a company that gave back to the community/employees. We were able to get ice cream for free at the end of the day. Really enjoyed working for this company. I learned a lot.,5.0,5,5,5,5,5
" February 9, 2020",Warehouse Worker," Independence, MO ",No work life balance,"Once you start you will be forced into mandatory overtime that could be up to 60+ hours a week with last minute changes no time to make personal plans. Union plant so seniority makes it difficult to change shifts, and to avoid forced 16 hour shift overtime. Management lie and make bad decisions pushing accountability off onto leads which makes leads snitch and continously try to get coworkers fired keeping morale low and stress high. Benefits and pay are competitive and good if you like to not be with your family majority of time. They also recently permanently removed pensions.
Discrimination seems to be high in hiring process as well from HR, they only seem concerned about hiring by race/ethnicity rather than qualifications. if you're not a minority you will have a difficult time getting in.
Lastly it seems very unstable and uncertain every day due to company buying and selling brands so quickly you could be told tomorrow that they sold a product and now are looking at selling the plant and could be a definite lay off at any given time. Has happened twice over the span of 20 years. If you are looking for a place to retire with longevity and advancement you might look somewhere else.",2.0,2,3,3,1,2
" February 8, 2020",Warehouse Team Leader," Covington, TN ",Management is highly inexperienced,"While the majority of regular associates are good workers who try to do their jobs effectively, there are enough who are counterproductive to cause problems for everyone. Management and HR specifically do nothing to rectify this situation.",2.0,1,2,1,1,1
" February 8, 2020",Forklift Operator/Sanitizer/Machine Operator," Baltimore, MD ",The job at unilever foods love working there,"I really enjoy being a machine operator, working with my colleagues; and learning new skills. We were like a family at the southwest location. I would appreciate the opportunity to work for unilever foods again.",4.0,4,4,4,3,4
" February 4, 2020",DDM," Englewood, NJ ",Poor management,"My job changed three times in 6 months. Manager lacks emotional intelligence in the way messages are delivered to the workforce. It’s a great company but I did not see great leadership. As a result, people leave. People that have been with the company for over 15 years. That is sad.",2.0,4,5,2,1,1
" February 4, 2020",Machine operator," Henderson, NV ",Easy and Fun Job,The job was pretty easy and fun. People are great to talk to. They helped each other no matter what. felt like a family working together. Break room is THE BEST.,4.0,4,5,4,4,4
" July 4, 2020",Computer Operator," Ghorashal, Palash, Narsingdi ",It is a quiet environment. Everyone here is very friendly,"By working here I have learned a lot, which will help me for my future job. My work was very systematic. All the staffs finished their work beautifully. This job has created a very positive thinking for me.",5.0,5,5,3,4,5
" February 3, 2020",ELECTRICAL ENGINEERING INTERN," DUKEM, OROMIA ",good work place specially for young people,for me every day is fun.i'm learn new thing form my co-worker and every community of company every day. and like the management too they are so friendly.and the culture of work i see in that company also give me so many experience that i going to use in my entire life.,4.0,4,3,4,5,5
" February 3, 2020",Maintenance Mechanic," Chicago, IL ",Money is great but,They need mechanics but you are a glorified machine operator. You will hardly use any of the skills that one learns thru the trade. You are just an operator.,2.0,1,5,2,1,1
" February 2, 2020",Customer Service Analyst," Shelton, CT ",Reorganizatin in progress,"Lots of changes going on at Unilever. Some jobs being outsourced. Office in Shelton, CT closing and jobs moving to Unilever office in Englewood Cliffs, NJ",3.0,5,5,2,2,3
" January 27, 2020",Logistics Planning Manager," Shelton, CT ",Global company with purpose,"Unilever's Compass is that Brands with Purpose Grow, People with Purpose Thrive, and Companies with Purpose Last. Underpinning the Compass is the Unilever Sustainable Living Plan.",3.0,3,3,2,3,3
" January 24, 2020",Warehouse Associate," Sikeston, MO ",Na,I enjoyed working for this company.Tge work atmosphere was awesome.I got along exceptionally well with other employees as well as supervisors.I would love to work for Unilever again if offered the opportunity.,5.0,5,5,5,5,5
" January 24, 2020","Senior Transportation Specialist, Logistics"," Shelton, CT ",Work / Life balance does exisit,"Companies preach it, Unilever lives it. Great place for cross team colaboration. Found that management encouraged employees to be open with their ideas and think out the box.",4.0,4,3,4,3,4
" January 23, 2020",Material Handler," Las Vegas, NV ",Line handler,Worked on a timely matter to get orders checked for delivery and also handled the machine that made the ice cream. Everything on the line has to be checked and packed and moved on so very fast pace.,4.0,4,3,3,3,3
" January 22, 2020",Manpower Temp," Covington, TN ",Unilever,Unilever is a great job is ice cream Factory a lot of great people there to help you on different lines they do a lot of hand packing A-line Tech they more like teamwork everyone works together and stays on pase,1.0,1,1,1,1,1
" January 22, 2020",Revenue Analyst," Shelton, CT ",Unilever is outsourcing several departments,"Unilever was a good company to work In the last year, company is out sourcing various departments. It is relocating the CT office to our NJ HQ. Overall, a good company to work for prior to reorganization",3.0,3,4,1,3,3
" January 21, 2020",Order to Cash Specialist," Shelton, CT ",Agile environment,It's a good 9-5 job with opportunities for advancement. The company is going through organizational changes to outsource a lot of work so job security would be a concern with joining this company. It's an agile environment so days where the weather is poor you can work from home.,4.0,5,5,2,4,3
" January 19, 2020",Deduction/Revenue Analysis," Shelton, CT ",Work from home is great,"Jobs being outsoured to India
We had to train our replacement
One dept had to go to India to train their replacements
All others postions are being moved to New Jersey",2.0,3,3,1,2,2
" January 18, 2020",Machine Operator," Sikeston, MO ",Machine Operator,Really this job is what you make of it Most of the pressure’s are self imposed Just do your job ask questions about work related procedures that may concern you and try to continue to learn,4.0,5,5,5,3,3
" January 18, 2020",Line Operator," Covington, TN ",It was absolutely dreadful.,I hated being there! You are forced in on almost all of your data off. The factory is one big swingers club. Favoritism played a big role in me leaving! They were hateful people!,1.0,1,5,5,1,1
" January 17, 2020",Deduction Analyst," Farmingdale, NY ",Great company to work for in the CPG Industry,"The managers were all great to work with. Very supporting in personal growth and success. The benefits are good and decent pay. They promote healthy work culture, room for growth which is good, lot of great opportunity for training and certifications along with programs. Room for fast advancement if skills set.",4.0,4,4,4,5,5
" January 16, 2020",Estratega Digital, Distrito Nacional ,Equipo Profesional,"Ambiente y área de trabajo muy organizado, profesional y excelente comunicación.",5.0,5,5,5,5,5
" January 16, 2020",Data Scientist / Business Analyst," Englewood Cliffs, NJ ",Terrible Culture,I had a worse time at Unilever. Management has no backbone and all they want to do is look out for themselves. I would not recommend working there. So disappointed with this compnay,2.0,1,3,1,1,1
" January 16, 2020",HR professional," Englewood Cliffs, NJ ",Potential toxic work environment,Company plays favorites. If they don’t like you they try to ruin you. If they do like you then they will provide you support and resources to succeed. Not strategic or compliance focused just relationship driven and preoccupied with the optics. Not professional in handling employee relations issues. Not a good place for the introverted or for individualistic people. Doesn’t pay strategically and promotes a lot of nice/nasty bullies and micro managers.,2.0,2,2,1,2,1
" January 14, 2020",Senior Executive Assistant," Englewood Cliffs, NJ ",New Generation Work Place,I was very connected to Unilever due to it's corporate mission and vision - to make the communities and world we live in better with their products and through volunteering. I also like to make the world a better place so it fit perfectly with my personal values. I felt that working there gave me the opportunity to do that. The energy there was very high level. It is a very competitive environment. You feel like you are part of a family working there. It is an open floor plan with long desks where you sit but do not have an assigned seat. The open spaces create a great way for teams to collaborate. It helped me do my job well because I had access to everyone I worked with/for and could bring projects to fruition quicker. I thrived in that environment because I had the tools needed to be successful with Unilever's assistance via training on new applications and/or programs as they were deployed. They encouraged growth and learning - finding your purpose.,4.0,5,5,3,3,4
" January 13, 2020",Machine Operator," Jonesboro, AR ",Unilever,"Unilever is one of the easiest jobs I've ever had. I think that the communication could be a little better, but all in all it is a good place to work.",4.0,4,4,3,3,4
" January 13, 2020",Receiving Specialist," Covington, TN ",Unprofessional,Management team is not respectful or professional. Thus there is a high turnover in certain departments. Your work hours can change constantly with little to no regard to your personal life being considered. Most people stay because pay in this area is decent. Ask lots of questions before you consider working there.,1.0,1,2,1,1,1
" July 4, 2020",Computer Operator," Ghorashal, Palash, Narsingdi ",It is a quiet environment. Everyone here is very friendly,"By working here I have learned a lot, which will help me for my future job. My work was very systematic. All the staffs finished their work beautifully. This job has created a very positive thinking for me.",5.0,5,5,3,4,5
" January 8, 2020",Associate Category & Channel Development Manager (Magnum Ice Cream)," Englewood Cliffs, New Jersey ",Real fun place to work,"We believe that we can create a better world by focusing on three key areas: improving Health and Wellbeing, reducing our Environmental Impact, and Enhancing Livelihoods. Because responsible business makes for good business, the USLP (Unilever Sustainable Living Plan) means our consumers are better off, the planet’s better off, and our business is better off.",5.0,5,4,5,5,5
" January 5, 2020",Hand Packer/Packager," Sikeston, MO ",Great place to work,Gives you opportunities to advance in the company and provides good benefits. Good management and will listen to your problems. Always trying to improve the company.,4.0,4,4,4,4,4
" January 3, 2020",Material Handler," Farmingdale, NY ",Nothing good to mention unfortunately,Management at 1 Adams Blvd Farmingdale NY is so horrendous that the average turnover rate is about 3 months. There are cameras everywhere watching employees and they make you feel like a child or a criminal half the time. And all this hassle for under $14hr.,1.0,1,1,1,1,1
" January 2, 2020",Territory Sales Manager," Long Island, NY ",On the road,"You don't get to meet your co workers. Drive in your territory. Quota had hard to meet. Supervisor does not micro manage, not end when you are new. They always tell you to look it up in the computer then you will find the answer.",3.0,3,2,2,2,3
" December 20, 2019",Hand Packer," Covington, TN ",Great n great company,I've been very happy with my time at Unilever. I wished I went sooner than I have great company n great pay. Good benefits great vacation package n personal time n problems they will be handled,5.0,5,5,5,5,5
" December 19, 2019",Forklift Operator/Shipping and Receiving," Raeford, NC ",Lack of teamwork,"Individual assume temps are trying to replace them, therefore willingness to train properly. Certain trainers look for ways to deter u wanting them to seceed.",3.0,3,3,3,3,3
" December 12, 2019",District Director - Midwestern Territory, Midwestern Territory (Former Employee) ,Stay away,"They like to lay off a bunch of people right before Christmas. Lovely
Can't decide what they want to do.
It's a great place if you are looking to move on to another company.",1.0,1,2,1,1,1
" December 11, 2019",Distributor Development Manager," Kennesaw, GA ",Fun and innovative environment.,My day starts early and ends late. Constantly in communication with distributor and operator's. CRM input is a daily requirement. Sales volume monitored daily.,4.0,3,3,3,2,2
" December 9, 2019","Associate Manager, Consumer Market Insights (CMI)"," Englewood Cliffs, NJ ",A Great Learning Ground,Overall a great place to learn a variety of different skills. This is a very competitive and high paced company with a focus on results. There is a lot of flexibility with working remotely.,3.0,3,4,2,2,3
" December 9, 2019",Escaneo y empaquetado," Buenos Aires, PR ",Trabaje en negro por dos semanas,Muy buen trabajo..con un muy buen trato y buena paga,3.0,2,3,2,2,1
" December 6, 2019",Supply Chain Analyst," Shelton, CT ",Worst job I've ever had,"The culture at Unilever is the most unsupportive and sink or swim culture I've ever experienced. There is no training and there is so much pressure when you are in a customer facing role. Communication within the organization is horrible. Not to mention, most people are incompetent in their roles because they aren't properly trained. It's all on the job learning and there is so much to learn and not much grace period. I've never been so unhappy in a role / company as I have at Unilever. Not to mention, there is now a leaning towards outsourcing so many jobs are being absorbed.",1.0,5,4,2,2,1
" December 6, 2019",Technical Operator," Jefferson City, MO ",Clean working environment but lacks good management,"Unilever was a good place to work. I enjoyed my job and strove to meet production requirements. The management, however, did not support accountability from its employees. It grew to be a hostile work environment due to lack of supervision or consequences for not doing your job. The individuals who cared to produce were not supported by supervision. No coaching on work performance was administered to individuals that had complaints filed against them. These individuals were simply moved to other lines to become someone else's problem. No follow-up feedback was ever taken to see if these individuals performed better on a different line. Consequently, I was fired after a disagreement with a temporary employee who had repeatedly been coached by me on his performance & expectations. I had also issued several complaints to appropriate supervision with no result. It was determined that I had broken a code that was not disclosed to me at the time of termination. I believe my true ""crime"" was the fact that I am diabetic and ""a liability"" as stated by the HR personnel following a diabetic episode. My disagreement, while warranted investigation, was just a way to get rid of me without legal action.",2.0,1,4,2,1,1
" November 29, 2019",Senior Administrative Assistant," Jonesboro, AR ",Great place,Awesome opportunities to advance . Great place to work. Great products. Great people working with the he community. Schedule is great and meeting people,5.0,5,5,5,5,5
" November 26, 2019",Machine Operator," Independence, MO ",Decent job,One of the best jobs I ever had just was too much mandatory OT in the beginning which was driving me completely insane. I loved the weekly paychecks.,3.0,2,4,3,2,2
" November 26, 2019",Sales Representative/Customer Service," New York, NY ",Work,Not a bad place to work. Hard adjusting to a work place that doesn’t involve every day contact with employees. But a great company to work for. Very laid back,4.0,5,5,3,3,3
" November 22, 2019",Certified and skilled forklift operator," Jonesboro, AR ",Productive,They are a hard working stressful work place and they expect you to come in and be on time and do your work which that is one thing that I did like about the place.,3.0,2,4,2,2,2
" November 22, 2019",Line Tech," Covington, TN ",Good Pay Bad Management,"Job is not hard, Pay is good, Great location BUT Poor management. Favoritism at it's best. HR assistant is even worse. They are very disrespectful and offers NO help. Employee turnover is very high.",3.0,3,4,1,1,2
" November 20, 2019",Production Worker/Material Handler Forklift Operator," Jonesboro, AR ",Excellent,They have maybe 8-10 lines running in production of skin products to sell to big company’s like Walmart. The product is transferred from the floor to warehouse were we ship and receive all products.,4.0,5,5,5,3,5
" November 20, 2019",Assistant Procurement Manager," Englewood Cliffs, NJ ",Competitive and Constantly Changing,"Competitive environment, lots of pressure to meet targets. Frequent changes in roles makes it hard to build working relationships. Just when you start to do so, someone moves and you have to start all over.",3.0,3,3,2,2,2
" November 20, 2019",Technical Packaging Operator," Raeford, NC ",Great place for Millennials,Unilever is looking to get out the old and bring in the new future of the company with younger more skilled employees. It’s a great company to work for with above average pay benefits that keeps so many people interested in the company,5.0,2,5,5,1,5
" July 4, 2020",Computer Operator," Ghorashal, Palash, Narsingdi ",It is a quiet environment. Everyone here is very friendly,"By working here I have learned a lot, which will help me for my future job. My work was very systematic. All the staffs finished their work beautifully. This job has created a very positive thinking for me.",5.0,5,5,3,4,5
