date,employee_title,location,review_title,Review,rating_overall,rating_balance,rating_benefits,rating_job_security,rating_management,rating_culture
" December 2, 2019","Field Service Engineer II, Supervisor"," Orlando, FL ",Repective and secure place to work.,"Scheduling and Assisting with TSA needs and requirement's, Assuring all employees vetted and meet required security clearance's to adhere to jobs requirements, very versatile and cultural were ethnicity was not a issue,just how we worked as team to assure contractile responsibilities.
Hardest part of job was making sure everyone on same schedule and aware at all times what needed to be completed at time frame set.
Just trusting your colleagues and being able to count on each other to do there assigned jobs.
Knowing you can count on the team and would be assured jobs completed on schedule.",5.0,4,5,4,4,5
" November 22, 2019",SENIOR PROCUREMENT SPECIALIST, Maryland ,Peraton.,"Until the last 2 years for my time at Peraton, working there was challenging. However, in the last year, management and cultural changes inevitably became increasingly more difficult.Eventually, I was laid off.",2.0,2,2,1,1,1
" November 7, 2019",Sr Database Engineer / Admin," Reston, VA ",Contract ran short,Contract ran short due to mismanagement. This was not what I was really expecting. The workplace culture was one where you were required to work long hours with widely changing schedules. I would not recommend this for anyome,3.0,3,3,3,3,3
" November 3, 2019",Software Engineer," Chantilly, VA ","Got acquired, not completely sure about Peraton yet","Peraton bought the company I worked for, Solers, and we are currently transitioning into their company. The transition has been alright so far, but their benefits are not as good as my old company's. The project I'm on and my bosses are great, though. That is from Solers, not Peraton.",3.0,4,1,3,4,3
" October 16, 2019",Site Specialist, WSC ,Do not apply if you like a life outside of work.,"The work/life balance for working for Peraton is ridiculous. In two years time I have worked over 2000 hours of overtime due to the managements inability to plan. My position has been operating at with 6/8 manning for a 24 hours a day, 7 days a week, 365 days a year position since January 2016. The management has repeatedly told its employees that there is no manning issues despite the fact that the 4 14 person crews have had on average 9 certified employees per shift.

The saving grace for the position is the mission is awesome and your ability to impact operations in a positive way.",1.0,1,2,2,1,1
" September 6, 2019",Site Specialist, WSC ,exciting,"great place, Fast pace and you learn a lot. Everyone is willing to help and keeps you engaged to learn more everyday. At first it seems like a lot but once you see the big picture of what were doing it is exciting. Management has always taken care of you.",5.0,5,5,5,5,4
" September 5, 2019",Microsoft 365 Administrator," Reston, VA ",Dope,"Dope place to work. Slightly upidy in the sense that many people who work there have money. Still, easy to get along with. No problems whatsoever. Relaxed culture and great people.",5.0,5,5,5,5,5
" August 30, 2019",Network Technician," Herndon, VA ",Management is friendly and easy to work.,"Good company to work for, good benefits package all around management lets you work and they do not micro manage the employees. The schedule is flexible and f you need time off they make it happen for you.",5.0,5,4,5,5,5
" July 1, 2020",E-tech,tech (Current Employee) ,lot of work. Expect too much from employees without much pay,its good but could be lot better. They dont incentive employees may be because of poor employee unions. There is no HR on sites. Salaries could be lot better.,3.0,2,2,5,2,2
" August 26, 2019",Research Associate II," Panama City Beach, FL ",Great place to work,As long as you do your work no body messes with you. The folks are very knowledgeable and ready to help. Front line managers for ready to assist with any issues that arise.,5.0,5,4,3,4,5
" August 20, 2019",Material Coordinator, Diego Garcia ,all right,The company is a very good company with great benefits. Lodging is also very good. Pay is all right but don't agree with the way the bonus works or the way of the paid holidays,4.0,4,5,4,3,4
" August 19, 2019",Senior Manager," Herndon, VA ",Great people building something great,"Peraton is unlike any place I've worked at before. There's considerable size, but so much room to grow. Seeing a major acquisition underway and significant contract wins are reassuring. I've met some of the most interesting people in my career here. Lots of folks from government, many from several different companies. You get a lot of perspectives, which I enjoy. I'm empowered to make the company even better. A word of advice is to listen to your mid-level managers... we're keen on what's new and emerging in our field, along with how most folks are feeling.",5.0,5,4,5,5,5
" August 16, 2019",VP," Herndon, VA ",Be a part of the creation!,The environment at Peraton is very collaborative. The missions we support are inspirational and everyone is working to build an infrastructure and culture that is world class. I believe that I am truly helping to create the kind of company where I'm proud to work.,5.0,5,5,5,3,5
" July 23, 2019",RF/Electronics Engineering," New Boston, NH ","I like this job, very much, but......","It's a strain on family. My position requires nights, weekends, and holidays, as it's a Mission Critical position. It's an undermanned position, even when the spots are all filled, which they're not. Any vacation taken by anyone means that someone else has to suffer by covering the absentee shift, resulting in a two week long work week, with 12 hour days every day. Benefits are excellent, likely the best I've found since the ACA was implemented, and the people who can take care of you actually do so. Sadly, the position seems to be a victim of the base closure efforts due to under-utilization, so it likely won't matter for long anyway. If you enjoy being a patriotic cog in a very small but meaningful way to the machine that is the US Military, it's a good way to start. Just remember you will likely have to work the same schedule under the same conditions that you had when you were IN the military. Just better pay.",3.0,2,2,3,1,3
" July 23, 2019",Senior Billing Analyst," Herndon, VA ",Productive and fun workplace environment,"Easy to learned, teamwork effort and understandable manager. Learned more in billing and closeout procedure. Very productive and very responsible to the employees",3.0,4,3,5,3,4
" July 22, 2019",Task Manager," Colorado Springs, CO ",Starter Job,Good starter job. Depending on the shift really depends on how much work do you actually get to do. It's not a bad starting point for someone who's just getting into the cybersecurity world.,4.0,3,3,3,3,3
" June 28, 2019",HR, Herndon ,They squeeze everything out of you,Great people to work with. Love my team and immediate manager. Exec Leadeship not good at all. Benefits keep decreasing and cost of benefits keep going up.,2.0,3,3,1,2,3
" June 12, 2019",Business Development," Herndon, VA ",Terrible place to work,"Do yourself a favor and look elsewhere. The management is a joke, and I wouldn't be surprised if the company goes under next year (lack of proposal wins). The work environment is very toxic and if you aren't part of the good boys club then your time there will be very miserable. I lasted about a year and personally witnessed roughly 70% turnover in the Proposal/BD shop. There are only a few in that BD/Proposal shop that have been around longer than 2+ years (Those belonging to the Good boy club).

I have never seen proposals ran the way they were at Peraton. Very difficult to get management to show up for reviews, the solution is being developed at Red Team, No real solution architects, Pricing arrives after final book check and be prepared for all nighters. Did I mention they do not have a proposal process in place! It's been in development for over 2 years....",1.0,2,3,3,1,1
" June 12, 2019","Task Manager I - Tech, CAMMO"," Tech, CAMMO (Current Employee) ",Good,"Working 10pm to 6am is not for me. I would like to have the chance to move to a day shift, preferably Monday thru Friday. This job office runs support 24/7.",4.0,0,0,0,0,0
" June 9, 2019",Project Manager," Herndon, VA ",Very nice company to work for.,My position was a temporary contract job to assist with merging companies under the Peraton umbrella. This assignment was fast pace and rewarding. Management and employees were very nice.,5.0,5,5,5,5,5
" May 13, 2019",BUSINESS DEVELOPMENT & CAPTURE DIRECTOR," Herndon, VA ",Mission Focused,"It has been great being part of a company that values customer satisfaction and delivers on its promise. In an era of mediocrity, Peraton's foundation is built on decades of scientific expertise and methodical delivery.",4.0,4,4,4,4,4
" May 2, 2019",Data Abstractor," Alexandria, VA ","Fair benefits, poor management.","Don't waste your time. There's no structure at this work place and the people in charge are clueless to what's going on or what they're doing. It makes your job harder because one day you'll be focused on one way of doing things and the next they'll change the strategy completely in another direction. Imagine a chicken with it's head and legs cut off. Nobody takes responsibility for anything that goes wrong and if there's inclement weather or the Network goes down and you can't finish your work for whatever reason you have to use your own PTO to cover your days wages. Yes, it's that type of work place and forget about a Christmas bonus because it doesn't exist. It's a headache that you don't need, you're better off getting a job at 7-11.",1.0,2,3,1,1,2
" April 10, 2019",Flight Director," Sierra Vista, AZ ",Not the greatest!,Peraton needs to focus on completing their goals and not just semi finishing them. employees are what make the companies strong. Peraton does not take care of their employees they get treated just as a number,3.0,3,3,4,2,3
" March 25, 2019",Systems Engineer," Ft. Irwin, CA ",Upper management has no clue what the workers are doing,Workers would get pulled off high level projects to clean the side of the road due to a VIP visit. Meetings about no-work stuff will take priority 90% of the time,2.0,2,2,1,1,2
" March 14, 2019",Billing/AR Analyst/Contract Close-Out/Project,Out/Project (Former Employee) ,Exellent,Peraton is a very organized company. it is very good work atmosphere. My direct manager was excellent. The billing Group were good team player. I was fortunate to have access to manipulate Costpoint.,5.0,5,5,5,5,5
" February 19, 2019",Talent Acquisition Specialist," Herndon, VA ",Great Culture - Rewarding Work,"I really enjoy working for Peraton. Management is very approachable, respectful, and friendly. You will see mostly smiles in the hallways by employees. The CEO sets the tone and culture, and I think the executives that are in charge of the various functional areas all share the same vision and passion, making it a culture where people enjoy coming to work. Excellent work life-balance. Fair pay and the benefits are very good. Employees can buy an additional 40 hours (or any increment up to 40 hours) during open enrollment. 401k match of 5% and is invested immediately. All in all, great place to work!",5.0,5,5,5,5,5
" February 15, 2019","Project Management Support, Civil Space"," Greenbelt, MD ",Very Fun place to work very friendly enviroment,"The environment is pleasant, the employees are happy, your co-workers are your family there. The employees love to have fun and everything is a celebrations.. The CEO and mangers are supportive to company events, and very helpful at all times
Good health benefits -- always online career trainings. This is just an over all good company to work for however, it's hard to move into management positions because many people don't leave the company.",4.0,5,5,5,5,5
" February 5, 2019",Systems Administrator," Huntsville, AL ",workplace,Great working environment. Great people to work with. Clean environment. Was a great job with a great atmosphere. Was the kind of job that you didn't going in to work.,4.0,4,4,3,4,4
" January 29, 2019",Controls/Instrument Engineer," Monrovia, CA ",Good Company,Good company to work at. Most projects involve different disciplines and requires working in a group. People are knowledgeable and willing to help their colleagues.,4.0,4,4,4,4,4
" July 1, 2020",E-tech,tech (Current Employee) ,lot of work. Expect too much from employees without much pay,its good but could be lot better. They dont incentive employees may be because of poor employee unions. There is no HR on sites. Salaries could be lot better.,3.0,2,2,5,2,2
" November 29, 2018",Technical Specialist," Sterling, VA ",Fine Company but Watch Your Back,"There are some managers who do a great job and really give you a chance to show what you can do but, promotions are few in numbers. With other managers, you need to watch your back because they'll stab you hard in a heartbeat. Fortunately, there are fewer managers like that latter and more like the former. Raises aren't very good, they are often not even COLA. Communication or lack thereof is the worst problem. They do have free online courses you can take on your own time to learn new skills and benefits seem to match what the industry does. On the plus side, the CEO is personable and truly has an open door policy. Also, lately they have been trying to do things to improve employee morale.",3.0,4,5,3,3,2
" November 24, 2018",MULTI-DISCIPLINE SYSTEMS ENGINEER,DISCIPLINE SYSTEMS ENGINEER (Former Employee) ,Poor management Style,The day starts with early morning meeting to review plans for the day. I enjoyed working with people from different department and solving site's engineering obsolescent system issues.,1.0,5,5,5,1,5
" November 6, 2018",Site Specialist," Las Cruces, NM ",Needs a Leadership Change,"I absolutely love my job and the missions we support. That being said, having worked 1000+ hours of overtime a year for almost three years is unacceptable. The managements constant violation of even their own in place policies in favor of a ""Because I said so"" attitude has led to many personnel leaving.",2.0,1,3,3,2,2
" October 28, 2018",NETWORK ENGINEER," Herndon, VA ",Productive and fun workplace,"Leadership gives opportunities to advance and learn on the job. The workplace culture is welcoming but could use team building events. Peraton, overall, is a great place to work!",4.0,3,2,4,4,4
" October 18, 2018",Business Management Analyst," Greenbelt, MD ",Task Orientated,A typical day at work is assessing certain task's to make sure the project is completed on time. You will learn a lot about how the government agency operates,3.0,3,2,3,3,2
" August 22, 2018",Clinical Data Manager," Bethesda, MD ",Productive and innovative environment,Communication with the company is excellent. Their benefits is good but it is not great. Morale is high and they foster a healthy life style within their employers,3.0,4,2,3,3,3
" August 6, 2018",Systems Integration Consultant," Herndon, VA ",Harris/Peraton few but enjoyable contracts,"Harris rolled its Government IT solutions into a new company called Peraton. Unfortunately as with all new companies, the number of contracts already secured for business is small.

The Project managers, testers, developers, writers and all other software project personnel at Peraton are first class. They are an excellent pool of knowledge, self-directed work and professionalism, and it has been my delight to work with them and pick their brain. It is a pity the company will not be able to keep all these resources, as new opportunities will pull them away to other companies. Peraton's loss, other companies' gains.",4.0,4,4,2,4,4
" August 5, 2018",UUV Operator," San Diego, CA ",My favorite place to work thus far,"I loved working for this company. I was in a fast paced ever changing environment. My coworkers were intuitive, supportive, and fun to work with. It was certainly a team environment who used the strengths of individuals and made amazing achievements and met deadlines for projects.

The environment was the best I could ever ask for. Mostly sunny and warm. Winters could be cold on the water, but the company provided gear to all employees including a float coat, boots, clothes, everything needed to do the job safely and efficiently.

The best part of the job was the benefits, there was many times where I had to visit specialists and doctors for a surgery and I had free range of who I could go to, and had great coverage.

There are only a few things I would change. The cost of living far outweighs the salary earned if you have student loans. If you don't have debt, then is easy by living with roommates or working a second job to live in San Diego within a reasonable commute (1hr commute in the PM). Most of the people on base chose to live out of the city limits, and spend between 1.5-2 hours commuting home. But almost everyone has a family with kids, and living outside the city is far more economical.

Second is management. I have watched more of my coworkers quit and leave over lack of support by management. Peraton has an incredibly high turn over.",4.0,5,5,4,1,5
" August 1, 2018",Clinical Data Manager," Alexandria, VA ",Was better when it was Harris Corp,"The benefits used to be much better with a great PTO policy. That went away when the division was sold and it became Peraton. Now we get 3 weeks, for vacation, sick, or inclement weather time off. The pay is competitive and the work environment is relaxing and not a stressful place to work.",3.0,3,2,4,3,4
" July 30, 2018",Consultant," Herndon, VA ",New company,Peraton is a newly acquired company with the growing pains associated with it. Some legacy Harris culture is prominent; struggles with IT infrastructure. It also struggles to establish policies and follow them. The new C-suite leadership is working hard to build a new identity and culture. Some really good people work there but the environment leaves much to be desired.,2.0,1,1,1,1,1
" July 24, 2018",Proposal Coordinator," Herndon, VA ",Uncertain Environment,"As a new company, there are always ups and downs, and having been through several company transitions I always allow a year before judging its future. Peraton is still floundering in its upper and middle management. There is very little support for its current personnel, and hiring from within has not been an important factor in the company. There seems to be some signs of change in the right direction, but it is not occurring quickly enough.",3.0,3,3,2,2,3
" July 10, 2018",Systems Engineer Consultant," Alexandria, VA ",Overloaded with Responsibilites for Salary,"Not an awful place to work, but responsibilities are always increased without a pay increase. Too many responsibilities are given and not accurate in written proposals to customer.",3.0,3,3,2,2,3
" July 9, 2018",Field Service Engineer," Los Angeles, CA ",Great company to work for,"Unfortunately the company was unable to keep the contract, I was doing the same kind of work as I did with MRE, because Peraton won the contract. However it didn;t last long",5.0,5,5,5,5,5
" June 27, 2018","Exelis, Systems Administrator"," Huntsville, AL ",Productive workplace,"Provide technical support for the Army Corp of Engineers
Investigate, analyze, and solve network connectivity, hardware, and software issues with clients
Support client Operating System applications assisting users with error messages and system lockups
Identify and mitigate security vulnerabilities applying security policies and procedures
Troubleshoot to determine root cause of problem to resolve efficiently",4.0,4,4,4,4,4
" June 26, 2018",Technician," Herndon, VA ",They lost a TSA contract for airport service due to mismanagement,...and then laid off all the technicians. I was very excited for work at my local airport before this company ran a safety-critical onboarding like a fly by night tech startup and then lost their whole contract because they weren't ready in time.,2.0,5,5,1,2,2
" June 24, 2018",Team Lead," Rome, NY ",Enjoyable Workplace,"Hired as a supervisor to oversee employees in a 24x7 service center. To ensure service requests were created and allocated to a technician for any security equipment issues for TSA. Enforcing requests were created within 15 minutes of being reported. Created and provided training documents to all employees. Conducted interviews and selected the best candidate for the position. I trained many individuals, support and embrace diversity in all its various manifestations. The most enjoyable part of the job was helping people and at the end of the day knowing that I had done the best possible job. The most difficult part of the job was not having procedures in place.",5.0,5,5,1,5,5
" June 24, 2018",anonymous, anonymous ,new company name same management style,"still can't pay bills and execute. I'd quit if I didn't work with such great people. The tuition reimbursement is nice as long as you are willing to sign up to stay for at least 2 years after your graduation or last class taken, if not, you have to pay back all the money",3.0,3,3,2,3,3
" June 15, 2018",Customer Service Technical Representative," Rome, NY ",Great place to work,I loved working there but unfortunately it was a contract and the contract ended. We went through training and setting up our team but was not able to implement due to - as I said - contract ended,5.0,5,5,5,5,5
" June 7, 2018",Sonet Telecommunications Field Engineer," Herndon, VA ",Management needs a lot to be desired,"The management in Peraton leaves a lot to be desired. Although they do like to promote from within, they don't know what skill sets are actually needed for proper placement of their employees. This company is still trying to find itself, as it was actually make up of a purchase acquisition of multiple companies and now has no clear direction. It's unfortunate that the management they have in place run on ""personal"" levels, not whether or not you actually know your job.",2.0,2,1,1,1,2
" May 15, 2018",Facilities Engineering Manager," Monrovia, CA ",High stress,Financial goals of management and corporate are met by laying people off and expecting everyone else to pickup the slack with little or no additional compensation.,1.0,1,1,1,1,1
" July 1, 2020",E-tech,tech (Current Employee) ,lot of work. Expect too much from employees without much pay,its good but could be lot better. They dont incentive employees may be because of poor employee unions. There is no HR on sites. Salaries could be lot better.,3.0,2,2,5,2,2
" April 18, 2018",Team Lead Technical Trainer," Chantilly, VA ",New in the IT industy,Peraton Inc. Very new in the Industry. The working culture should get better in the future as the company continue to grow. With experience comes growth and new process.,3.0,4,2,2,2,3
" April 16, 2018",Satellite Communications Engineer," Diego Garcia, BIOT ","Satcom Engineer, Diego Garcia, BIOT","Only go here if you don't need the internet to live your life. Work is 12 hours shifts 6 days a week, starting salary is 65k/year tax free. The island is nice, but lacks the comforts of the U.S. including internet and drinkable tap water. Other than that if you like drinking your liver away and working all the time have fun.",3.0,1,3,3,3,4
" April 10, 2018",CM Manager," Herndon, VA ",Worked for IT Services for 20 years,"The business unit I worked for was sold three times. I was with the business unit for 20 years. When bought by Peraton, there were several proposals submitted. The new top management needs to learn the business and the customers to ensure an established relationship to win business.",5.0,5,5,5,5,5
" March 28, 2018",IT Support, Virginia ,Plenty of work to do,Every day is pretty much the same and there is plenty of work to do. There are many talented analysts throughout the company. The most enjoyable part of the job is learning from those analysts.,3.0,0,0,0,0,0
" March 15, 2018",Guard," El Indio, TX ",Good Enviornment,"Great place to work, great benefits, good management. Great place to work if you enjoy being outside and working with tools. Great experience and excercise.",5.0,5,5,5,5,5
" March 11, 2018",Clinical Data Specialist II," Silver Spring, MD ",Great workplace,"Peraton was a fantastic place to work. Great staff, flexible hours, and understanding management. The pay and benefits were sub-par, however. Looking to relocate, otherwise I would have stayed.",5.0,5,5,5,5,5
" March 9, 2018",Guard, El Indio ,Drama. Long drive,"For it being 99%men, there was a lot of drama, gossip is out of control. Many of the staff are absolutely overpaid, they really don't know what they are doing. Manager is a wuss. He has his peeons doing the dirty work for him.",3.0,3,3,2,1,1
" March 6, 2018",CSC," Las Cruces, NM ",Do not do it!,"I have been working at the white sands complex under NASA contract for TDRS as a controller for 10 years. The current management team has not been removed during company buyouts for over five years now.

The time for Peraton is running out now they are at the end of this contract and does not have any money left to milk from it. So they have been slow to hire new controllers They just now hired two guys they are ""planning to hire two more"" it takes four to eight months to train and certify controllers.

We are so understaffed some people have been working 94+ hour weeks and/or working more then one station for over a year and half.

This is putting a national asset and manned space flight in jeopardy of a controller making a mistake because they are over worked and/or running multiple sats ""normally one person oversees a single bird"" Now that these warriors are dropping out due to work exhaustion and are refusing overtime.

Peraton is demanding people to work overtime! The operations supervisor passes out ""Requirement to report for work"" memos on company letter head with the choice to show up or be fired.

This company ""Corporate"" Needs to investigate the on goings of management and step in before they loose the ability to have governmental contracts.",1.0,1,1,1,1,1
" February 23, 2018",Security guard and Laborer," Yuma, AZ ",slow paced work enviornment,Lack of management and skill sets. Work drama is unreal. The drive to get to the site is very long especially after a 12 hour shift. benefits are great.,3.0,1,5,2,1,1
" February 15, 2018",Space Network Systems Engineer," Goddard, MD ",Good work/life balance - bad pay and boring days,"Too often there was nothing exciting about work here. If you like a very relaxed atmosphere, it is good for that. Also, they don't pay well. I did learn a lot about RF while here from some of the good engineers.",3.0,5,2,3,3,2
" February 14, 2018",Research Analyst," San Diego, CA ",Contract,working with UUVs with rotating deployments to Bahrain. New technology in sonars and advanced sensors. Over seeing programming and troubleshooting of navy sailors.,4.0,3,4,2,1,5
" February 11, 2018",Communications Services Controller," Las Cruces, NM ",Income,"I am grateful to have employment. Since Peraton has taken over, the premium rates have been reduce for reasons unknown. There is not a lot of transparency with the organization. Management does not have the answers and do not seem to be concerned about getting paid corrected.",3.0,3,2,3,3,3
" February 3, 2018",Document Specialist," Colorado Springs, CO ",Everyone is two-faced and only worried about themselves.,My manager had no idea what she was doing. Coworker stabbed me in the back and told lies about me. Other employees there were all fake has beens. You know what they say about karma.,1.0,1,1,1,1,1
" February 2, 2018",Communications Services Controller (CSC)," Las Cruces, NM ",Don't make my mistakes!!!!,"As a CSC for Peraton in Las Cruces NM. You will make close to 100k working 80/94 hour weeks for years.

This Company does not care about you or your health. Only in cashing the checks from NASA before they Loose this contract. I have been here for five years. And this is the WORST company I have seen run this contract. I have seen ITT / Exelis / Harris and now Peraton.

I am waiting out the end of this contract / Company. We are about 12 CSC's short currently. More people have accepted offers else where and are leaving in the coming weeks. I am stuck here do not make my mistake and move here to be treated like a three old by our Overlord of a site manager that makes up random new policys and forces you to sign a paper to state you read them or attended a meeting so they can use it as a reason to terminate you when ever they decided they do not like you.

Peraton is owned by Veritas Capital, HQ is in Trump towers with several people with Russian last names on the ""investment teams""

If you cant hack it buy it!",1.0,1,1,1,1,1
" February 1, 2018",Satellite Technician," Las Cruces, NM ",Management Refers to employee's as monkey's,Management constantly threatens and punishes employees as a substitute for them actually accomplishing anything to help the company. they take advantage of working in a classified environment to harass employees . don't expect any time off they have been keeping the employee's undermanned to maximize profits.,1.0,1,1,1,1,1
" January 30, 2018",MD," Herndon, VA 20170 ",It was great working environment with the Procurement Team,Besides the fact it's currently working on forming an identity which sometimes there's a struggle in having good an effective communication from the upper level of management; it's a very good company to work for.,5.0,5,5,3,3,4
" January 18, 2018",Contractor," Fairfax, VA ",Productive and fun place to work,I have worked in this facility for the past 20 years. The staff are wonderful to work with and I am well versed in the organizations mission and vision.,5.0,5,5,5,5,5
" January 11, 2018",Sr. Systems Engineer," Herndon, VA ",Harris IT services - Now Peraton,Management does not follow through. The culture is if your not in the old boys network you are highly expendable. The health benefits selections are Bad - Badder - baddest. When the company switched to Peraton the team thought things would be better. It is clear that Peraton does not care about the employees.,2.0,3,2,2,1,1
" November 29, 2017",Senior Information Technology (IT) Manager," Herndon, VA ",Good place to work,"A typical day for most employees is 8 hours, 8:00 AM - 4:00 PM,
Government Holidays off.
Most employees are laid back and willing to help each other.",4.0,4,4,3,3,3
" November 10, 2017",Mechanical Engineer - Thermal Testing Lead, Thermal Testing Lead (Current Employee) ,Solid job security,"Job security strong, restructuring from last company has been less than pleasant. Frankly, it is as corporate as it comes. Local management is great but from the top their is next to no enjoyable interactions.",4.0,4,4,4,4,4
