date,employee_title,location,review_title,Review,rating_overall,rating_balance,rating_benefits,rating_job_security,rating_management,rating_culture
" May 24, 2020",Investigator/Reviewer," Virginia Beach, VA ",Good Company,"I was there when huge transitions were taking place. Lots of hiring due to a government contract. Two years later, lots of lay offs due to loss of government contracts. Training was not great back then but I am sure they have improved.",4,5,5,3,3,3
" May 21, 2020",Project Manager," Herndon, VA ",Worst company ever!,"Avoid CACI at all costs. Pay and benefits are decent, but poor management and horrible HR makes it not worth it. The culture is really bad and the people are always worried about their job security that they are always looking for opportunities to stab you in the back and make you look bad. Not a good place to work at all.",1,3,3,1,1,1
" May 20, 2020",Logistics Specialist," Norfolk, VA ",Excellent company,"This company is excellent. very flexible working hours. My job in particular as a analyst, I get to work around the ships. very hands on and not stuck at a desk.",5,5,5,5,5,5
" May 19, 2020",Investigator III," Surprise, AZ ",Good Job. Retired after 20 years.,Strong Company. Conducted background investigations for National Security with the Federal Government as a contractor. Conducted interviews and record searches for personnel requiring security clearances.,5,5,4,4,4,4
" May 18, 2020",Analyst," Oklahoma City, OK ","It's not terrible, not great","Working here was really good at first, despite lack of training in processes, just fumble along. Team is nice, but there are endless meetings and mounting expectations. It's a bit much, especially when something is promised, then reality doesn't match up.",3,4,3,3,3,3
" May 8, 2020",Background Investigator, Texas ,Beware! Do not work here!,"Upper management made a bad choice that caused CACI to no longer receive their regular case load from the feds. With barely any cases to work, THOUSANDS of employees went without pay for months and upper management was still paid the entire time. CACI never admitted what really happened and strung employees along for months. CACI didn't want to pay people's unemployment, so they just cornered people into quitting, all the while acting like they were such nice people for not laying anyone off. Sure you didn't lay us off, but you weren't paying us either. Being on leave without pay for months with no answers and no end in sight is not a gift! If you can't afford to/don't want to pay people, at least fire them so they can collect unemployment and pay their bills! During that time, until people started threatening law suits, CACI actually expected new employees to pay back all training costs if they quit. So employees were on leave without pay for months, and if they quit, would have owed the company thousands of dollars. After the threat of law suits, upper management announced that employees would be allowed to quit without repercussions like it was their idea. Zero integrity. Total cowards. Don't care about the employees at all.
CACI says they care about national security, but all they really care about is making money. They create monthly stats that are impossible to meet and turn a blind eye. If you don't meet the stats you will be fired. So you have two choices: work more hours than you'll get paid for and do things correctly, or cut corners and pray you don't get caught.",1,1,1,1,1,1
" June 8, 2020",Systems Engineer," Ft. Bragg, NC ",Good place,Good opportunity to learn and challenge ones self to adapt to customer needs and requirements. If training is needed it is provided and cross training is important so the growth opportunity is good.,4,3,4,3,2,3
" May 8, 2020",Account Payable Specialist," Oklahoma City, OK ",The good coworkers heliong each other,I feel like in a group of people working and we’re all working on the same job if one is behind the other one who can go and catch them up so that we can all be on the same page I believe and team playing not letting One be looked down on the building them up so they can get up get up on the same speed as everyone else and if you have to provide extra training then get those people to nnfind me that they need,5,2,5,3,1,3
" May 7, 2020",Administrative Professional," Aberdeen, MD ",Production and fun place to work,"A typical day at work is fast paced and rewarding, a lot gets accomplished, with great team effort to get a task done.

We care about each other and want all to succeed.",5,0,0,0,0,0
" May 6, 2020",Production Coordinator," Chantilly, VA ",Very insensitive to individuals.,This company is all about bottom line. Worked there for 12 years. Promotions were non-existent. Raises stopped after 4 years. CACI is gender & age discriminate. Look elsewhere.,1,2,2,1,1,1
" April 20, 2020",Background Investigator II," Houston, TX ",Remote flexibility,Good company to work for. Very flexible hours for remote employees. Decent benefits and good management culture helps employees advance and seek other opportunities within the company.,4,5,4,4,4,4
" April 20, 2020",Sr. Linux System Administrator," Hampton, VA ",Great place to work,Great place to work. The company offers great benefits and a well work/life balance. They also offer lots of additional benefits not many other employers offer such as employee discounts and additional benefits for veterans.,4,4,4,4,4,4
" April 15, 2020",Quality Assurance Analyst (Team Lead)," Lawton, OK ",Most enjoyable part of the job,The most enjoyable part of my job was the people I worked with. We became family. I also had an outstanding manager that supported her employees and always had what was best for them at heart. This is hard to find in a workplace.,3,5,3,2,3,3
" April 15, 2020",Project Manager," San Antonio, TX ",Good Company - Military Friendly,I worked for CACI supporting a government health agency. The hours were easily submitted and the checks always cleared. No additional requirements came from this company as the customer requirements were the main focus.,4,0,0,0,0,0
" April 7, 2020",DCSA Background Investigator II," Gainesville, FL ",Good Company to work for if you do not know what you want to do.,Great work-life balance as most work is done from home. Management communication could be better. Career advancement is not there. Job security could be a problem as this is a contracting company (matters on the contract). This is a great place to work if you do not know what type of career you want to have.,4,4,3,2,3,3
" April 6, 2020",Background Investigator," Arlington, VA ",Don’t work here,"The company doesn’t care about you, you are just numbers to them and they will screw you just so they can save a few bucks. Management is terrible and communication needs a lot of work.",1,5,1,1,1,1
" April 3, 2020",TDA and MTOE Management Analyst," Aberdeen Proving Ground, MD ",Very Productive and fun workplace with a lot of room to grow.,CACI Technologies is a government contract company that I really enjoyed working for. They gave me room to learn and room to grow. They provided a great work and friendly family environment. Great teamwork and high moral work place.,5,5,5,5,5,5
" March 28, 2020",Shared Services Center," Oklahoma City, OK ",Beware of this company!,This is by far the worst company I have ever worked for. The main VP provides a toxic environment. This company is unethical and does NOT believe in diversity. Many minority Sr leaders were fired or ran off. They lie about the job responsibilities and upper mobility and do not provide clear direction. No job security as you will be fired for even a simple mistake. No one is happy here.,1,2,3,1,1,1
" March 28, 2020",PROJECT MANAGER," Virginia Beach, VA ","CACI is a large company with many diffrent work environments, but I have been happy at everyone I have been in. CACI has a culture of flexibility.","I love working for this company. It has a culture of flexibility. It is military friendly, and has job security. Feedback is encouraged from employees to make the environment better. Their are many opportunities to move up in the company.",5,5,5,5,5,5
" March 24, 2020",Business Analyst, Virginia ,Awesome company,"The CACI Company/ co-workers are amazing and unified. Would work for them any day. Working with. This company and my team was a great experience and learning curve for me. They helped me realize what a true team, work life balance and progression really is.",5,5,4,4,4,5
" March 22, 2020",Team Member," San Antonio, TX ",Good Company to work for,"CACI Inc works for varies Government Agencies. A lot of if is IT stuff, Training, Logistics. Its a good company to work for, they offer you a chance to work and move up.",5,5,5,5,5,5
" March 21, 2020",Background Investigator," Chesapeake, VA ",Horrible,"The only good thing about this job was that you could pick your own hours and that you basically work from home. Management was horrible and did not do a good job at all. They would basically tell you that you did something wrong but would not assist in helping you fix the issue. I was basically pushed out of the job by not providing adequate work to meet all the metrics and then was involuntarily separated from the job. I think this was just because they hired a bunch of people to take care of the backlog and once it was gone, they no longer had any use for us. I do not recommend working for this company. At first the pay and benefits lure you in but it is not worth it at all.",2,3,3,2,1,2
" March 17, 2020",Instructor/Teacher, Maryland ,fun workplace,I work in immersions classes and I am very happy with CACI. The pay is reasonable and the supervisors are super nice and caring. It is very easy to communicate with them.,5,5,5,5,5,5
" March 17, 2020",Business Analyst," Millington, TN ",Constantly moving,"Government contracting work. In less than a year I have changed projects twice, changed desks four times, given $11,000 in raises, and been laid off due to contract defunding. Good times...",4,4,4,1,2,3
" March 15, 2020",Software Developer Senior (Domex) T4," Charlottesville, VA (Remote) ",Distributed team worked well together.,The distributed team I worked on was very effective at accomplishing our project goals and supporting each other with moving tasks through our development lifecycle.,4,5,3,2,4,4
" March 13, 2020",Background Investigator," Arlington, VA ",Lack of work,"The lack of work and availability to make your hours will have you on Unemployment. The job, without warning, cut the workload and left Investigators to suffer and fend for themselves on paying their bills. Would not recommend.",2,3,2,2,3,4
" March 13, 2020",Sr. Business System Analyst/ Consultant," Arlington, VA ",Productive and teamwork environment,"CACI has a very good teamwork, focus, and productive environment. Their caring and servant leadership inspired everyone love to contribute more and more to reach the company goal. I learned tremendously from CACI company culture and work environment.",5,5,5,5,5,5
" June 8, 2020",Systems Engineer," Ft. Bragg, NC ",Good place,Good opportunity to learn and challenge ones self to adapt to customer needs and requirements. If training is needed it is provided and cross training is important so the growth opportunity is good.,4,3,4,3,2,3
" March 12, 2020",Java Application Developer," Chantilly, VA ",Great benefits,"Best Federal contractor I’ve ever worked for. Great benefits. Awesome co workers. Great training. Competitive salaries. Lots of room for growth and mobility,",4,0,0,0,0,0
" March 11, 2020",Senior Database Developer / Team Lead," Fort Campbell, KY ",CACi was a good company to work for.,"CACI was a great company to work for. The Program manager was outstanding and was very supportive of the engineers.
My peers were top notch professionals.",3,3,4,4,1,2
" March 10, 2020",Logistics Analyst," Lexington Park, MD ",Laid off,Was laid off the job due to the loss of a contract. I did recieve a letter stating nothing was wrong with my work that this was a no fault... laid off,4,4,5,4,3,3
" March 10, 2020",Information Security Specialist III," Falls Church, VA ",Productive work environment,CACI was a great company to work for for over 10 years. Having the support from a large company was also a great benefit. There were also great benefits for tuition reimbursement.,5,5,5,5,5,5
" March 10, 2020",Background Investigator," Chantilly, VA ",Work,Working for CACI was probably the best contractors I worked for. I been wanting to go back but I’m still undecided. Very flexible and I got paid pretty decent for what I did.,4,3,3,3,4,5
" March 7, 2020",Business Analyst," Chesapeake, VA ",Inappropriate Workplace Culture,"This company and it's employees at the Chesapeake office allow for and support inappropriate employee relationships between its own colleagues while misusing government time, property and funding. Employees required to have high level security clearances abuse those rights and do not uphold the mission of the DoD IG.",1,1,1,0,1,1
" March 6, 2020",Background Investigator, North Carolina ,Run the other way!,"CACI’s mantra is built on “ethics and integrity”...they don’t seem to realize this takes more than just words. Upper management spins info, withholding updates that seriously impact employees. Metrics are unreasonable and completely lose sight that the focus should be upon NATIONAL SECURITY and not on making leadership rich",1,1,1,1,3,1
" March 6, 2020","Systems Administrator, Lead"," Alexandria, VA ",Used to be great but deteriorated,"Change comes from the top and most of it was bad. Management infighting, playing favorites and complete lack of support. Obvious shady practices. It didn't used to be like this. I hope things change for the better but I wouldn't work for them again until it does.",3,3,4,2,1,1
" March 6, 2020",Technical Project Manager," Alexandria, VA ",CACI is a technology based company,Company is big in the technical field always winning large government contracts. Not very good at taking care of it's employees but looking for maximum production.,3,3,3,3,3,3
" March 2, 2020",DSS Special Project Team Technician," Washington, DC ",Productive,"I enjoy working there, it's a fun time great team. Very laid back type of atmosphere and everyone is always willing to help. I'm never afraid to ask for assistance on things and i get more experience.",5,5,5,5,5,5
" March 2, 2020","Business Process Analyst, USSOCOM"," Tampa, FL ",I only worked for them for a short amount of time.,They are a good company. Although my employment with them was very brief I have worked with them as partners on multiple occasions. They are very organized and do a great job with BD.,5,5,5,5,5,5
" March 2, 2020",T3 SYSTEM ADMINISTRATOR," Aberdeen, MD ",N/a,"Love the company, so far i'm very happy with the organization as a whole. its allowed me to grow in my field, and give me the chance to work on many new projects and technologies.",5,0,0,0,0,0
" February 26, 2020",Biomedical Equipment Technician Supervisor," San Antonio, TX ",Good work environment,"Good work environment with good benefits and flexible work schedule. Room for advancement.
No overtime, on call and weekends off.
Paid vacation, medical, vision and dental.",4,4,3,4,4,4
" February 25, 2020",Special Investigator," Arlington, VA ",Push to get work done. Little regard for people,Constant work assignments. Directors were mouth pieces of accountants to increase bottom line. This conflicted to middle managers pushing to get better quality.,3,3,2,2,2,2
" February 24, 2020",Talent Acquisition Specialist, United States ,Favorite job so far!,"I'm very grateful to be part of this organization! My supervisor is extremely helpful and can always be reached, even though we work at different CACI locations.The company allows me to work remotely a couple times a week which is huge! Compensation is stellar, and benefits are excellent. Of course, expectations here are high and the job is very stressful, but I knew that beforehand and was ready for it. Connecting candidates with suitable roles at CACI is very rewarding, and I can say I truly do like what I do and hope the candidates are happy too. The rest of the people I work with on the contracts I was assigned to are knowledgeable and pleasant as well. Overall, can't say enough good things about this employer and hope to stay here for years to come.",5,5,5,5,5,5
" February 24, 2020",Subcontract Administrator," Oklahoma City, OK ",Toxic Leadership,"The CACI SSC Procurement & Subcontracts department is a toxic disaster of ineffective management and zero leadership. Managers foster a culture of: backbiting, gossip, bullying, and disrespect, amongst other toxicities. Minorities have either been fired or have quit due to the toxic nature of the workplace in comparison.",1,2,2,1,1,1
" February 21, 2020",Field Investigator," Plainfield, IL ",Flexible schedule as an investigator,"Great flexibility as an investigator. Management was mostly great at the direct supervisory level, not impressed with the higher levels. Great benefits.",4,5,4,3,3,5
" February 17, 2020",Pashto Language Instructor," Annapolis Junction, MD ","Overall, my work for CACI as a cryptologic analyst and curriculum develop was a very rewarding and challenging experience.","I've worked for CACI Inc. for over 7 years. During that time I accumulated valuable experience of foreign language instruction and curriculum development. I also acquired an appreciation of working in a diverse workplace culture, where the management was always there to help and support the individual and team projects I was involved in. A typical day was filled with providing language instruction at all levels of proficiency (basic, intermediate, advanced) that included speaking, listening, reading, and writing. The rest of the day was spent preparing course materials and authentic instructional materials, and developing/implementing communicative, task-based, student-centered proficiency-oriented learning activities. The hardest part of the job was reaching out to those students who were struggling with understanding learning problems",5,5,5,5,5,5
" February 13, 2020",Senior Operations Analyst," Aberdeen Proving Ground, MD ",Fun place to work,"CACI is a great organization to work for, they are open, friendly and productive. One of the best companies I have worked for, I would recommend this company to anyone.",5,5,5,5,5,5
" February 12, 2020",Federal Background Investigation Case Reviewer," Chantilly, VA ","Avoid working for the Background Investigation contract, very unstable work environment. Just furloughed 10% of staff.","I spend the day reviewing multiple Background Investigation Cases for completeness, thoroughness and accuracy. I learned a lot after a very challenging and lengthy training and mentoring program. Constant metrics that must be met on a daily basis, with oversight that ""dings you"" for problems with the cases. This creates a stressful and negative workplace culture.",4,3,1,1,2,3
" June 8, 2020",Systems Engineer," Ft. Bragg, NC ",Good place,Good opportunity to learn and challenge ones self to adapt to customer needs and requirements. If training is needed it is provided and cross training is important so the growth opportunity is good.,4,3,4,3,2,3
" February 11, 2020",Project Implementation Manager," Fairfax, VA ",Good place to work with good co-workers,There is a clear direction in supporting the customer and we are valued within each of our areas of responsibilities. There are good benefits to have as well as great internal training opportunities.,4,5,4,3,4,3
" February 11, 2020",Team Lead," Aberdeen, MD ",Pretty Standard,"Great benefits, flexibility as long as work was completed. Overall, not bad, not fantastic. Helpful support staff, i.e. facilities and HR. Helpful resources for completing admin tasks, but there were a million admin tasks to do on a regular basis.",3,4,4,3,1,3
" February 10, 2020",Production and Metrics Analyst," Norfolk, VA ",An environment of tremendous potential -,"A very energetic organization that provides room to grow and allows members to be fully engaged
Management - Great
Co-workers - Very helpful and willing to share knowledge",4,4,4,4,4,4
" February 9, 2020",Systems Engineer," Washington, DC ",Plenty of Benefits,"Depending on where you are in the company there may be an issue with career/life balance. Company has a decent benefits package, has a virtual college that gives access to higher training, and there are ways to apply for other positions on other contract vehicles.",4,3,5,4,3,4
" February 8, 2020",Senior Modification Projects Manager," Colorado Springs, CO ",Flexible Hours,Very limited training. Overall lack of corporate standards. The program has existed for over 3 years and the corporation did not ensure that basic standards were applied at program start. Now employees are scrambling to apply standards while trying to deliver to the customer.,3,0,0,0,0,0
" February 8, 2020",General Clerk," Chantilly, VA ",Productive and engaging workplace,Work with a team to accomplish tasks and assist investigators. Do your part to ensure the well-functioning of the workplace. Rewarding and fun experience.,5,5,5,5,5,5
" February 7, 2020",E-DISCOVERY ANALYST,DISCOVERY ANALYST (Former Employee) ,Fun workspace,The workplace culture is easy going. The most enjoyable part of the job is that it balances with family life. The management is very supportive and always available.,4,4,4,4,4,4
" February 6, 2020",Software Test Engineer," North Charleston, SC ",Meaningful Project Work,My current project is meaningful to the customer. They seem to have meetings to schedule meetings and micromanage the team. Not the greatest for our team but bearable most of the time.,5,5,5,3,4,4
" February 5, 2020",Software Engineer," Frederick, MD ",Poor Management,"Company management cares only about their bonuses and short term objectives that support their personal success. There is no effective program for job advancement, retention, or satisfaction. Employees are simply cogs in the big machine.",1,4,3,2,1,1
" February 5, 2020",Help Desk Specialist-DoD Travel,DoD Travel (Current Employee) ,CACI International Inc Best Company to work for if you want to give back to the military,CACI looks out for their employees and this company is the best in the contracting business. Its not easy landing a job with this organization. But I guaranteed you will be happy to work for a very important and successful company that contentiously assist are Military and civilian government workers.,5,5,5,5,5,5
" February 4, 2020",Analyst," Charlottesville, VA ",An excellent place to witness people being targeted by management,"Basically, management is a good ol boy system where your input and contributions only reflect on your team lead. Experience and training matter only to the government customer and company management will actively work to have you removed if you make a complaint or have issues. I have seen this happen personally 8 times in a period of 4 years. Most recently a manager was ""let go"" for an inappropriate relationship with a subordinate. Everyone on the contract was threatened not to talk about it as this person made a transition to a government role in charge of those that made complaints against him.",2,3,3,2,1,2
" February 4, 2020",Desktop Support/Hardware Technician," Arlington, VA ",Challenge work place,"If you love to be challenge daily and learn something new every since day, CACI is place for you. Benefits is not amazing but good enough. CACI is fair and good company",5,5,5,5,5,5
" January 31, 2020",NOC ANALYST," National Harbor, MD ",Productive but busy,Productive but busy work environment with 12 hour shifts which is not too bad considering the four days off every other week. Mgmt are nice and willing to work with you.,4,3,5,3,5,5
" January 29, 2020",Senior Principal ERP Consultant," Falls Church, VA ",Great..,"Its a great company to work for. Work and life balance, benefits are good. I learned many new technologies. It has a very casual environment and there is lot scope for career advancement.",5,5,5,5,5,5
" January 28, 2020",FEDERAL-Senior Buyer,Senior Buyer (Former Employee) ,CACI is much like many other large business,CACI is much like many other large business. Sometimes you will get a good supervisor and sometimes not. I had both while working for CACI. Thankfully most of them where good,3,3,3,3,3,3
" January 27, 2020",Program Manager/Service Desk Lead - EOP - Project Management, EOP ,Intuitive,"CACI has been the best company I have ever had the opportunity to work for. The opportunities to learn, advance and grow in my career have been endless and I would always highly recommend this company.",5,5,5,5,5,5
" January 27, 2020",Law Clerk - Department of Justice, Department of Justice (Former Employee) ,Government contracting jobs come with the risk of insecurity through reduction in case inventories.,"Somewhat flexible work schedules, fair wages, professional managers. Benefits are good. Some training given if new skill sets are required to carry out new projects.",4,4,4,3,3,3
" January 25, 2020",Project Manager," San Antonio, TX ",Hostile Work Environment,"This company has a very hostile corporate work environment and they treat their non-corporate divisions like they are unserviant subordinates. They company uses fear to dominate its employees and fires without provocation or cause, to mask the fact that they have no control over the government projects they have. Image and profit rule supreme and backstabbing is the standard modus operandi .",1,1,1,1,1,1
" January 22, 2020",Serve as Functional Consultant P3 at CACI inc," Norfolk, VA ",Work environment,You couldn't ask for better people to work for and around. They are always concerned with your work and home well being! The benefits are great and they are always looking for ways to improve them!,5,0,0,0,0,0
" January 21, 2020",Oracle Developer," Reston, VA ",productive and well organized work place,"work in a productive environment with highly experienced managers and supervisors, with very helpful teamwork, you can improve your acknowledgement and experience, well organized management.",5,5,4,5,5,5
" June 8, 2020",Systems Engineer," Ft. Bragg, NC ",Good place,Good opportunity to learn and challenge ones self to adapt to customer needs and requirements. If training is needed it is provided and cross training is important so the growth opportunity is good.,4,3,4,3,2,3
" January 21, 2020",Special Investigator," Norfolk, VA ",The DCSA Management is Trash,They break federal labor law and then discard their employees like they are trash when their PTO is burnt away. They also make promises to lure you in and immediately break them. Avoid CACI at all cost!,1,1,1,1,1,1
" January 20, 2020",Administrative Assistant, Oklahoma ,The management team needs to be terminated,"They say they promote within and you are a valued employee.
False - Management has their own set of rules and if their friend wants your role they take it.",2,0,0,0,0,0
" January 17, 2020",Protocol Officer," McLean, VA ",Former employee,"CACI has highly competitive pay, and so-so benefits, and PTO accrues very slowly. Management does not care about their employees and will not support you.",3,4,4,3,2,2
" January 17, 2020",SAP Professional," Ashburn, VA ",They are a conduit to government SAP jobs,I'm not impressed with CACI leadership. I think they got a big contract or two but not sure. I wish there was more inclusion from management to the lower levels.,2,3,1,1,1,1
" January 16, 2020",Reviewer," Arlington, VA ",Good Company,I was satisfied with this employer until they furloughed employees without notice. I learned about at company and will miss my job. Could have handled the furlough better.,3,4,5,2,2,3
" January 16, 2020",Aviation CAD Designer," Lakewood, NJ ",Great place to work,Love working here. Flexible schedule. Work from home. This is one of the best jobs I have ever had in over thirty years in my chosen career. I would recommend working here to anyone interested.,5,5,3,3,5,5
" January 14, 2020",Background Investigator," San Antonio, TX ",none,There is nothing to say. I am not going to put job business out here. I don't believe in talking about a company when they are not aware of it happening.,4,4,4,2,4,4
" January 14, 2020",Principle Manager," Chantilly, VA ",Flexible work environment,The work environment was very flexible however the work became less stable and there were several changes in executive leadership in a short time. This caused a lot of changes in a short time and a lot of staff were laid off.,3,5,4,3,3,4
" January 13, 2020",Senior Instructional Designer," Ashburn, VA ",Short tem assignment,Left a different contract to work for CACI. Laid off after 8 weeks. Loss of funding. I will never trust this company because of it. It was a very disappointing experience.,2,3,4,1,2,2
" January 12, 2020",Background Investigator," Los Angeles, CA ","Background Investigator - Overwhelming Work, Out of Place Culture",Non-inclusive culture. Quick to judge you and disprove you based on ethnic background. Bad experience with management. Felt feeling of non-inclusion or lack of patience for having such diversity in background. Didn't last 2 months - was terminated. They don't embrace mistakes or failures for learning the role towards improvement and proficiency. Wish I didn't work there.,1,2,2,1,1,2
" January 11, 2020",Urdu/Punjabi Instructor," Augusta, GA ",Very nice place to work.,Excellent management. Very good environment. Every one is there to help you. Excellent benifets and everyone's culture is respected.Work shops and trainings are offered for advancement.Paidtime for trainings and for education tution fee is paid. Love to work here.,5,5,5,4,5,5
" January 8, 2020",Lead Systems Administrator," Chantilly, VA ","Great place to work, very supportive.",CACI is very supportive and welcoming company. There is plenty of opportunity for growth and mobility. Big environment and they are really focused on training personnel.,4,0,0,0,0,0
" January 8, 2020",Admin Assistant," Lexington Park, MD ",Management is awful and corporate does nothing,"Management criticizes employees and shares their personal/confidential information
I’ve never felt so insecure working for a company in my life! There is way too much child like criticism HR in Lexington Park has always been a joke I learned of everyone’s family issues and mistakes these people are mean and are far worse than school bullies",1,2,2,1,1,2
" January 6, 2020",Project Manager," Arlington, VA ",CACI is a customer-oriented company.,"Management focus is on the customer, not the employee. Pay and benefits are competitive with other companies. The company has some talented employees, however, in my experience they are wiling to hire lower skilled employees in order to cut cost.",4,3,3,3,2,3
" January 6, 2020",Watchlist Intelligence Analyst (Team Lead)," Arlington, VA ",Flexible hours and relaxed work environment,My typical day consists of working 8 hours in a relaxed and flexible work environment. Everyone gets along and we are able to grow professionally and develop leadership skills if desired.,5,5,5,5,5,5
" January 4, 2020",SAP ABAP DEVELOPMENT LEAD," Ashburn, VA ",Great people,Great People to work with. Job has purpose and clients are some of the most important agencies in the government. Competitive Pay. Flexible schedule and managers.,5,5,5,5,5,5
" January 3, 2020",Computer Operator II," Fort Sill, OK ",Limited Contract,CACI was great at first but as the contract went on the company seem not to care about the employees but more about the managers and other high up in the company.,1,1,1,1,1,1
" January 2, 2020",Background Investigator Level," Chantilly, VA ",Can be good but no stable career with this company,"They are government contractors and most of the industries they are in are very competitive and they over hire, you can go from 40 hours a week with overtime to ZERO in an instant, good gap filler but don’t go looking to retire fat and happy with them 25 years from now",1,1,1,1,1,1
" January 2, 2020",Background Investigator," Chantilly, VA ",Excellent for job/work life balance,I work alone from home and in the field. We meet monthly as a team had weekly team conference calls. The team members are helpful and supportive of one another in providing information about client sites or answering questions about processes.,4,5,4,3,3,4
" June 8, 2020",Systems Engineer," Ft. Bragg, NC ",Good place,Good opportunity to learn and challenge ones self to adapt to customer needs and requirements. If training is needed it is provided and cross training is important so the growth opportunity is good.,4,3,4,3,2,3
" January 2, 2020",Cryptologic Instructor," Fort Gordon, GA ",hypocrites,"they feed you nothing but fakenews. From direct supervisor to higher managements, they will lie straight to your face about your job security and benefits. Next thing you know they are slashing your salary by 15-20k 6 months into their newly multi billion dollar contract. When its time for contract renewal, they will absolutely do their best to bolster their employees resumes and give them assurances to stay on the contract but after the contract is won, they will basically blame it on the new contract",1,1,1,1,1,1
" January 1, 2020",Language Instructor," Augusta, GA ",Job security,My only issue with CACI was that they could not provide job security. I liked my job and was one of the top performers with this company. I had a total of 12 years work history with the company.,3,5,2,1,1,1
" December 27, 2019",Senior Weapons Technical Intelligence / Device Attribution," Charlottesville, VA ",A good place to work,"CACI is a good place to work, however compensation is not comparable to similar jobs within the industry. The atmosphere is preferable, as it is a great community of people.

The issue with CACI is the lack of communication between corporate and contracts and their inability to effectively fix or address issues in a timely manner.",4,3,3,3,3,5
" December 21, 2019","Senior paralegal, various litigation support positions"," Arlington, VA ",Mixed bag,"I worked at CACI for 7 years and was able to move up, earn more money, and move onto different projects. I saved some money and. Gained some computer skills. I had some managers there who were supportive and creative: some not, and one supervisor who violated policy; I think she was racially biased. (I am white).",3,4,3,3,2,2
